month,symbol,date,rule,ret,tp_hit
2018-01,CPSH,2018-01-26,30d/sub$2.0/$2.00-$3.00/+10%/30d,-0.3370731707317073,False
2018-01,CHCI,2018-01-03,30d/sub$2.0/$2.00-$3.00/+10%/30d,0.08000000000000008,True
2018-01,APPS,2018-01-17,30d/sub$2.0/$2.00-$3.00/+10%/30d,0.08000000000000008,True
2018-01,MGNI,2018-01-02,30d/sub$2.0/$2.00-$3.00/+10%/30d,0.08000000000000008,True
2018-04,CHCI,2018-04-18,30d/sub$2.0/$2.00-$2.50/+10%/60d,0.08000000000000008,True
2018-06,CLWT,2018-06-11,30d/sub$2.0/$2.00-$2.50/+10%/90d,-0.5440112994350284,False
2018-07,CRMD,2018-07-26,30d/sub$2.0/$2.00-$2.50/+10%/90d,0.08000000000000008,True
2018-07,NOTV,2018-07-03,30d/sub$2.0/$2.00-$2.50/+10%/90d,-0.33862745098039226,False
2018-08,MNDO,2018-08-27,30d/sub$1.5/$1.50-$2.00/+10%/90d,0.037266091572661045,False
2019-02,MARPS,2019-02-26,30d/sub$2.0/$2.00-$2.50/+10%/60d,0.08000000000000008,True
2019-02,ISSC,2019-02-08,30d/sub$2.0/$2.00-$2.50/+10%/60d,0.08000000000000008,True
2019-02,SMMT,2019-02-27,30d/sub$2.0/$2.00-$2.50/+10%/60d,-0.33355932203389826,False
2019-02,RIOT,2019-02-08,30d/sub$2.0/$2.00-$2.50/+10%/60d,0.08000000000000008,True
2019-02,MARA,2019-02-08,30d/sub$2.0/$2.00-$2.50/+10%/60d,0.08000000000000008,True
2019-03,CLWT,2019-03-28,30d/sub$2.0/$2.00-$2.50/+10%/60d,0.08000000000000008,True
2019-03,HDSN,2019-03-18,30d/sub$2.0/$2.00-$2.50/+10%/60d,-0.35953488372093023,False
2019-03,ATEC,2019-03-04,30d/sub$2.0/$2.00-$2.50/+10%/60d,0.08000000000000008,True
2019-03,MNKD,2019-03-12,30d/sub$2.0/$2.00-$2.50/+10%/60d,0.08000000000000008,True
2019-03,MATH,2019-03-06,30d/sub$2.0/$2.00-$2.50/+10%/60d,0.08000000000000008,True
2019-03,PLUG,2019-03-11,30d/sub$2.0/$2.00-$2.50/+10%/60d,0.08000000000000008,True
2019-03,NOTV,2019-03-22,30d/sub$2.0/$2.00-$2.50/+10%/60d,-0.014974874371859386,False
2019-04,TLSA,2019-04-04,30d/sub$1.5/$1.50-$2.00/+10%/60d,0.08000000000000008,True
2019-07,OVID,2019-07-01,30d/sub$2.0/$2.00-$2.50/+10%/60d,0.08000000000000008,True
2019-12,FLNA,2019-12-02,60d/sub$1.5/$1.50-$1.80/+10%/30d,0.08000000000000008,True
2020-01,ACRS,2020-01-10,30d/sub$2.0/$2.00-$3.00/+10%/90d,-0.43818181818181823,False
2020-01,CELH,2020-01-23,30d/sub$2.0/$2.00-$3.00/+10%/90d,0.08000000000000008,True
2020-01,ALT,2020-01-21,30d/sub$2.0/$2.00-$3.00/+10%/90d,0.08000000000000008,True
2020-01,NEON,2020-01-02,30d/sub$2.0/$2.00-$3.00/+10%/90d,0.08000000000000008,True
2020-01,IMMP,2020-01-10,30d/sub$2.0/$2.00-$3.00/+10%/90d,0.08000000000000008,True
2020-02,BWEN,2020-02-14,30d/sub$2.0/$2.00-$3.00/+10%/90d,0.08000000000000008,True
2020-02,CRDF,2020-02-10,30d/sub$2.0/$2.00-$3.00/+10%/90d,0.08000000000000008,True
2020-03,TLSA,2020-03-12,30d/sub$2.0/$2.00-$3.00/+10%/90d,0.08000000000000008,True
2020-03,SMMT,2020-03-13,30d/sub$2.0/$2.00-$3.00/+10%/90d,0.08000000000000008,True
2020-03,OPK,2020-03-05,30d/sub$2.0/$2.00-$3.00/+10%/90d,0.08000000000000008,True
2020-04,CLNE,2020-04-28,30d/sub$2.0/$2.00-$2.50/+10%/90d,0.08000000000000008,True
2020-04,CRNT,2020-04-17,30d/sub$2.0/$2.00-$2.50/+10%/90d,0.08000000000000008,True
2020-04,MMLP,2020-04-23,30d/sub$2.0/$2.00-$2.50/+10%/90d,0.08000000000000008,True
2020-04,LPTH,2020-04-21,30d/sub$2.0/$2.00-$2.50/+10%/90d,0.08000000000000008,True
2020-04,SLS,2020-04-28,30d/sub$2.0/$2.00-$2.50/+10%/90d,0.08000000000000008,True
2020-04,OPK,2020-04-22,30d/sub$2.0/$2.00-$2.50/+10%/90d,0.08000000000000008,True
2020-05,BWEN,2020-05-12,30d/sub$2.0/$2.00-$2.50/+10%/90d,0.08000000000000008,True
2020-05,COGT,2020-05-15,30d/sub$2.0/$2.00-$2.50/+10%/90d,0.08000000000000008,True
2020-05,CELH,2020-05-12,30d/sub$2.0/$2.00-$2.50/+10%/90d,0.08000000000000008,True
2020-05,BOSC,2020-05-29,30d/sub$2.0/$2.00-$2.50/+10%/90d,0.08000000000000008,True
2020-05,FLL,2020-05-22,30d/sub$2.0/$2.00-$2.50/+10%/90d,0.08000000000000008,True
2020-05,CAAS,2020-05-20,30d/sub$2.0/$2.00-$2.50/+10%/90d,0.08000000000000008,True
2020-05,ABUS,2020-05-15,30d/sub$2.0/$2.00-$2.50/+10%/90d,0.08000000000000008,True
2020-05,CD,2020-05-20,30d/sub$2.0/$2.00-$2.50/+10%/90d,0.08000000000000008,True
2020-05,GERN,2020-05-18,30d/sub$2.0/$2.00-$2.50/+10%/90d,0.08000000000000008,True
2020-05,CRDF,2020-05-19,30d/sub$2.0/$2.00-$2.50/+10%/90d,0.08000000000000008,True
2020-05,USIO,2020-05-26,30d/sub$2.0/$2.00-$2.50/+10%/90d,0.08000000000000008,True
