cons_d,entry_range,tp_ratio,sl_pct,hold,n,win_rate,mean,median,sum,p10,p25,p90,max_loss
30,$1.05-$1.10,1.3,none,90,60,0.6833333333333333,0.08725835901157998,0.28,5.2355015406947985,-0.3455793706293706,-0.10757985257985266,0.28,-0.8252592592592592
30,$1.05-$1.10,1.3,none,180,60,0.7166666666666667,0.10578170391997394,0.28,6.346902235198436,-0.3484236211901306,-0.03330532212885155,0.28,-0.9022222222222223
30,$1.05-$1.10,1.3,-30%,30,60,0.6,0.07492803906520658,0.28,4.495682343912395,-0.32,-0.20768971314707957,0.28,-0.32
30,$1.05-$1.10,1.3,-30%,60,60,0.6333333333333333,0.08401141556141642,0.28,5.040684933684985,-0.32,-0.2224127166156983,0.28,-0.32
30,$1.05-$1.10,1.3,-30%,90,60,0.65,0.08658024545325514,0.28,5.1948147271953085,-0.32,-0.2689583333333334,0.28,-0.32
30,$1.05-$1.10,1.3,-30%,180,60,0.65,0.08658024545325514,0.28,5.1948147271953085,-0.32,-0.2689583333333334,0.28,-0.32
30,$1.05-$1.10,1.3,-20%,30,60,0.48333333333333334,0.034095774203637894,-0.015378151260504219,2.045746452218274,-0.22,-0.22,0.28,-0.22
30,$1.05-$1.10,1.3,-20%,60,60,0.5166666666666667,0.04532213298298671,0.15500000000000003,2.7193279789792024,-0.22,-0.22,0.28,-0.22
30,$1.05-$1.10,1.3,-20%,90,60,0.5166666666666667,0.04532213298298671,0.15500000000000003,2.7193279789792024,-0.22,-0.22,0.28,-0.22
30,$1.05-$1.10,1.3,-20%,180,60,0.5166666666666667,0.04532213298298671,0.15500000000000003,2.7193279789792024,-0.22,-0.22,0.28,-0.22
30,$1.05-$1.10,1.3,-15%,30,60,0.4,0.017518241956171014,-0.16999999999999998,1.0510945173702608,-0.16999999999999998,-0.16999999999999998,0.28,-0.16999999999999998
30,$1.05-$1.10,1.3,-15%,60,60,0.4,0.015485531675797186,-0.16999999999999998,0.9291319005478311,-0.16999999999999998,-0.16999999999999998,0.28,-0.16999999999999998
30,$1.05-$1.10,1.3,-15%,90,60,0.4,0.015485531675797186,-0.16999999999999998,0.9291319005478311,-0.16999999999999998,-0.16999999999999998,0.28,-0.16999999999999998
30,$1.05-$1.10,1.3,-15%,180,60,0.4,0.015485531675797186,-0.16999999999999998,0.9291319005478311,-0.16999999999999998,-0.16999999999999998,0.28,-0.16999999999999998
30,$1.05-$1.10,1.3,-10%,30,60,0.31666666666666665,0.007936507936507936,-0.12000000000000001,0.47619047619047616,-0.12000000000000001,-0.12000000000000001,0.28,-0.12000000000000001
30,$1.05-$1.10,1.3,-10%,60,60,0.31666666666666665,0.007936507936507936,-0.12000000000000001,0.47619047619047616,-0.12000000000000001,-0.12000000000000001,0.28,-0.12000000000000001
30,$1.05-$1.10,1.3,-10%,90,60,0.31666666666666665,0.007936507936507936,-0.12000000000000001,0.47619047619047616,-0.12000000000000001,-0.12000000000000001,0.28,-0.12000000000000001
30,$1.05-$1.10,1.3,-10%,180,60,0.31666666666666665,0.007936507936507936,-0.12000000000000001,0.47619047619047616,-0.12000000000000001,-0.12000000000000001,0.28,-0.12000000000000001
30,$1.05-$1.10,1.5,none,30,60,0.55,0.10072446700951287,0.06489855328158069,6.0434680205707725,-0.39012908182865924,-0.20768971314707957,0.48,-0.6165925925925926
30,$1.05-$1.10,1.5,none,60,60,0.5333333333333333,0.10085711152180805,0.25336448598130834,6.0514266913084835,-0.4911390186915887,-0.25460855754858003,0.48,-0.7355555555555555
30,$1.05-$1.10,1.5,none,90,60,0.5666666666666667,0.12159877099545952,0.48,7.295926259727571,-0.5167771765863256,-0.25460855754858003,0.48,-0.8252592592592592
30,$1.05-$1.10,1.5,none,180,60,0.6,0.1353360860546359,0.48,8.120165163278154,-0.566965367965368,-0.20049514301133292,0.48,-0.9022222222222223
30,$1.05-$1.10,1.5,-30%,30,60,0.5333333333333333,0.10266545032647277,0.040147474920689166,6.159927019588366,-0.32,-0.2354723473473474,0.48,-0.32
30,$1.05-$1.10,1.5,-30%,60,60,0.5166666666666667,0.11263649812445366,0.13350467289719628,6.7581898874672195,-0.32,-0.32,0.48,-0.32
30,$1.05-$1.10,1.5,-30%,90,60,0.55,0.13312673149172433,0.48,7.987603889503459,-0.32,-0.32,0.48,-0.32
30,$1.05-$1.10,1.5,-30%,180,60,0.55,0.13312673149172433,0.48,7.987603889503459,-0.32,-0.32,0.48,-0.32
30,$1.05-$1.10,1.5,-20%,30,60,0.4166666666666667,0.062429514707220725,-0.05679076338046467,3.7457708824332436,-0.22,-0.22,0.48,-0.22
30,$1.05-$1.10,1.5,-20%,60,60,0.43333333333333335,0.08406739617422142,-0.08995785924989466,5.0440437704532854,-0.22,-0.22,0.48,-0.22
30,$1.05-$1.10,1.5,-20%,90,60,0.45,0.09865546631632004,-0.08995785924989466,5.919327978979203,-0.22,-0.22,0.48,-0.22
30,$1.05-$1.10,1.5,-20%,180,60,0.45,0.09865546631632004,-0.08995785924989466,5.919327978979203,-0.22,-0.22,0.48,-0.22
30,$1.05-$1.10,1.5,-15%,30,60,0.35,0.04351699896140403,-0.16999999999999998,2.6110199376842416,-0.16999999999999998,-0.16999999999999998,0.48,-0.16999999999999998
30,$1.05-$1.10,1.5,-15%,60,60,0.35,0.059480858778600904,-0.16999999999999998,3.5688515267160543,-0.16999999999999998,-0.16999999999999998,0.48,-0.16999999999999998
30,$1.05-$1.10,1.5,-15%,90,60,0.35,0.06298553167579717,-0.16999999999999998,3.7791319005478297,-0.16999999999999998,-0.16999999999999998,0.48,-0.16999999999999998
30,$1.05-$1.10,1.5,-15%,180,60,0.35,0.06298553167579717,-0.16999999999999998,3.7791319005478297,-0.16999999999999998,-0.16999999999999998,0.48,-0.16999999999999998
30,$1.05-$1.10,1.5,-10%,30,60,0.26666666666666666,0.019768598275074274,-0.12000000000000001,1.1861158965044565,-0.12000000000000001,-0.12000000000000001,0.48,-0.12000000000000001
30,$1.05-$1.10,1.5,-10%,60,60,0.26666666666666666,0.037765168372644986,-0.12000000000000001,2.265910102358699,-0.12000000000000001,-0.12000000000000001,0.48,-0.12000000000000001
30,$1.05-$1.10,1.5,-10%,90,60,0.26666666666666666,0.04126984126984125,-0.12000000000000001,2.476190476190475,-0.12000000000000001,-0.12000000000000001,0.48,-0.12000000000000001
30,$1.05-$1.10,1.5,-10%,180,60,0.26666666666666666,0.04126984126984125,-0.12000000000000001,2.476190476190475,-0.12000000000000001,-0.12000000000000001,0.48,-0.12000000000000001
30,$1.05-$1.10,1.7,none,30,60,0.5,0.08439024543974803,0.014523809523809512,5.063414726384882,-0.45503854777509484,-0.2354723473473474,0.6799999999999999,-0.6165925925925926
30,$1.05-$1.10,1.7,none,60,60,0.48333333333333334,0.11394815759773856,-0.011202406888681387,6.836889455864314,-0.4911390186915887,-0.2730284726372407,0.6799999999999999,-0.7355555555555555
30,$1.05-$1.10,1.7,none,90,60,0.5,0.12802804398631812,0.014523809523809512,7.681682639179087,-0.5296229295826779,-0.3022686972686972,0.6799999999999999,-0.8252592592592592
30,$1.05-$1.10,1.7,none,180,60,0.5,0.13067847113574615,0.014523809523809512,7.84070826814477,-0.5760902255639098,-0.30282256932256935,0.6799999999999999,-0.9022222222222223
30,$1.05-$1.10,1.7,-30%,30,60,0.48333333333333334,0.09384669345078517,-0.015378151260504219,5.63080160704711,-0.32,-0.32,0.6799999999999999,-0.32
30,$1.05-$1.10,1.7,-30%,60,60,0.45,0.10706877880743451,-0.036806722689075685,6.424126728446071,-0.32,-0.32,0.6799999999999999,-0.32
30,$1.05-$1.10,1.7,-30%,90,60,0.4666666666666667,0.12793419655896518,-0.036806722689075685,7.676051793537911,-0.32,-0.32,0.6799999999999999,-0.32
30,$1.05-$1.10,1.7,-30%,180,60,0.45,0.13077419679400612,-0.06401485364788127,7.846451807640368,-0.32,-0.32,0.6799999999999999,-0.32
30,$1.05-$1.10,1.7,-20%,30,60,0.36666666666666664,0.04861075783153314,-0.22,2.9166454698919884,-0.22,-0.22,0.6799999999999999,-0.22
30,$1.05-$1.10,1.7,-20%,60,60,0.35,0.06976570249822792,-0.22,4.185942149893675,-0.22,-0.22,0.6799999999999999,-0.22
30,$1.05-$1.10,1.7,-20%,90,60,0.35,0.08035142790424767,-0.22,4.82108567425486,-0.22,-0.22,0.6799999999999999,-0.22
30,$1.05-$1.10,1.7,-20%,180,60,0.35,0.08625485469552492,-0.22,5.1752912817314956,-0.22,-0.22,0.6799999999999999,-0.22
30,$1.05-$1.10,1.7,-15%,30,60,0.3,0.031704414925222614,-0.16999999999999998,1.9022648955133568,-0.16999999999999998,-0.16999999999999998,0.6799999999999999,-0.16999999999999998
30,$1.05-$1.10,1.7,-15%,60,60,0.26666666666666666,0.037670914277524906,-0.16999999999999998,2.2602548566514944,-0.16999999999999998,-0.16999999999999998,0.6799999999999999,-0.16999999999999998
30,$1.05-$1.10,1.7,-15%,90,60,0.25,0.033014826597058136,-0.16999999999999998,1.980889595823488,-0.16999999999999998,-0.16999999999999998,0.6799999999999999,-0.16999999999999998
30,$1.05-$1.10,1.7,-15%,180,60,0.25,0.03891825338833539,-0.16999999999999998,2.3350952033001233,-0.16999999999999998,-0.16999999999999998,0.6799999999999999,-0.16999999999999998
30,$1.05-$1.10,1.7,-10%,30,60,0.23333333333333334,0.01746921555902488,-0.12000000000000001,1.048152933541493,-0.12000000000000001,-0.12000000000000001,0.6799999999999999,-0.12000000000000001
30,$1.05-$1.10,1.7,-10%,60,60,0.21666666666666667,0.030121890538235645,-0.12000000000000001,1.8073134322941387,-0.12000000000000001,-0.12000000000000001,0.6799999999999999,-0.12000000000000001
30,$1.05-$1.10,1.7,-10%,90,60,0.2,0.026299136191102208,-0.12000000000000001,1.5779481714661325,-0.12000000000000001,-0.12000000000000001,0.6799999999999999,-0.12000000000000001
30,$1.05-$1.10,1.7,-10%,180,60,0.18333333333333332,0.027936507936507912,-0.12000000000000001,1.6761904761904747,-0.12000000000000001,-0.12000000000000001,0.6799999999999999,-0.12000000000000001
30,$1.05-$1.10,2.0,none,30,60,0.5,0.1484868186484708,0.014523809523809512,8.909209118908247,-0.45503854777509484,-0.2354723473473474,0.98,-0.6165925925925926
30,$1.05-$1.10,2.0,none,60,60,0.48333333333333334,0.2189481575977386,-0.011202406888681387,13.136889455864317,-0.4911390186915887,-0.2730284726372407,0.98,-0.7355555555555555
30,$1.05-$1.10,2.0,none,90,60,0.5,0.24466265937093354,0.014523809523809512,14.679759562256013,-0.5296229295826779,-0.3022686972686972,0.98,-0.8252592592592592
30,$1.05-$1.10,2.0,none,180,60,0.5,0.24676109457466774,0.014523809523809512,14.805665674480064,-0.5760902255639098,-0.30282256932256935,0.98,-0.9022222222222223
30,$1.05-$1.10,2.0,-30%,30,60,0.48333333333333334,0.15794326665950795,-0.015378151260504219,9.476595999570478,-0.32,-0.32,0.98,-0.32
30,$1.05-$1.10,2.0,-30%,60,60,0.45,0.2020687788074346,-0.036806722689075685,12.124126728446075,-0.32,-0.32,0.98,-0.32
30,$1.05-$1.10,2.0,-30%,90,60,0.4666666666666667,0.23456881194358062,-0.036806722689075685,14.074128716614837,-0.32,-0.32,0.98,-0.32
30,$1.05-$1.10,2.0,-30%,180,60,0.45,0.2368568202329277,-0.06401485364788127,14.211409213975662,-0.32,-0.32,0.98,-0.32
30,$1.05-$1.10,2.0,-20%,30,60,0.36666666666666664,0.09770733104025592,-0.22,5.862439862415355,-0.22,-0.22,0.98,-0.22
30,$1.05-$1.10,2.0,-20%,60,60,0.35,0.14976570249822793,-0.22,8.985942149893676,-0.22,-0.22,0.98,-0.22
30,$1.05-$1.10,2.0,-20%,90,60,0.35,0.17035142790424768,-0.22,10.22108567425486,-0.22,-0.22,0.98,-0.22
30,$1.05-$1.10,2.0,-20%,180,60,0.35,0.17331092946188006,-0.22,10.398655767712803,-0.22,-0.22,0.98,-0.22
30,$1.05-$1.10,2.0,-15%,30,60,0.3,0.07080098813394535,-0.16999999999999998,4.248059288036721,-0.16999999999999998,-0.16999999999999998,0.98,-0.16999999999999998
30,$1.05-$1.10,2.0,-15%,60,60,0.26666666666666666,0.10267091427752491,-0.16999999999999998,6.160254856651495,-0.16999999999999998,-0.16999999999999998,0.98,-0.16999999999999998
30,$1.05-$1.10,2.0,-15%,90,60,0.25,0.09801482659705814,-0.16999999999999998,5.880889595823488,-0.16999999999999998,-0.16999999999999998,0.98,-0.16999999999999998
30,$1.05-$1.10,2.0,-15%,180,60,0.25,0.10097432815469055,-0.16999999999999998,6.058459689281433,-0.16999999999999998,-0.16999999999999998,0.98,-0.16999999999999998
30,$1.05-$1.10,2.0,-10%,30,60,0.23333333333333334,0.04156578876774762,-0.12000000000000001,2.4939473260648573,-0.12000000000000001,-0.12000000000000001,0.45358490566037807,-0.12000000000000001
30,$1.05-$1.10,2.0,-10%,60,60,0.21666666666666667,0.08012189053823565,-0.12000000000000001,4.807313432294139,-0.12000000000000001,-0.12000000000000001,0.98,-0.12000000000000001
30,$1.05-$1.10,2.0,-10%,90,60,0.2,0.07629913619110222,-0.12000000000000001,4.577948171466133,-0.12000000000000001,-0.12000000000000001,0.98,-0.12000000000000001
30,$1.05-$1.10,2.0,-10%,180,60,0.18333333333333332,0.07499258270286305,-0.12000000000000001,4.499554962171783,-0.12000000000000001,-0.12000000000000001,0.98,-0.12000000000000001
30,$1.05-$1.10,2.4,none,30,60,0.48333333333333334,0.1645954891500724,-0.015378151260504219,9.875729349004345,-0.45503854777509484,-0.24541666666666676,1.38,-0.6165925925925926
30,$1.05-$1.10,2.4,none,60,60,0.4666666666666667,0.2683126842361381,-0.025628177196804585,16.098761054168286,-0.5213711615487316,-0.2993984870455459,1.38,-0.7355555555555555
30,$1.05-$1.10,2.4,none,90,60,0.48333333333333334,0.3360812963066093,-0.015378151260504219,20.16487777839656,-0.5296229295826779,-0.31318658280922435,1.38,-0.8252592592592592
30,$1.05-$1.10,2.4,none,180,60,0.48333333333333334,0.35092002798174465,-0.015378151260504219,21.05520167890468,-0.5760902255639098,-0.30282256932256935,1.38,-0.9022222222222223
30,$1.05-$1.10,2.4,-30%,30,60,0.4666666666666667,0.1750598736690461,-0.029852455833818663,10.503592420142766,-0.32,-0.32,1.38,-0.32
30,$1.05-$1.10,2.4,-30%,60,60,0.43333333333333335,0.24941311608353942,-0.06401485364788127,14.964786965012365,-0.32,-0.32,1.38,-0.32
30,$1.05-$1.10,2.4,-30%,90,60,0.45,0.3131197240115315,-0.06401485364788127,18.78718344069189,-0.32,-0.32,1.38,-0.32
30,$1.05-$1.10,2.4,-30%,180,60,0.4166666666666667,0.312364959989211,-0.11177884615384624,18.741897599352658,-0.32,-0.32,1.38,-0.32
30,$1.05-$1.10,2.4,-20%,30,60,0.36666666666666664,0.13525029463894137,-0.22,8.115017678336482,-0.22,-0.22,1.38,-0.22
30,$1.05-$1.10,2.4,-20%,60,60,0.35,0.2148232180689064,-0.22,12.889393084134383,-0.22,-0.22,1.38,-0.22
30,$1.05-$1.10,2.4,-20%,90,60,0.35,0.27230027278873603,-0.22,16.338016367324162,-0.22,-0.22,1.38,-0.22
30,$1.05-$1.10,2.4,-20%,180,60,0.35,0.27525977434636845,-0.22,16.515586460782107,-0.22,-0.22,1.38,-0.22
30,$1.05-$1.10,2.4,-15%,30,60,0.3,0.11361526956208817,-0.16999999999999998,6.81691617372529,-0.16999999999999998,-0.16999999999999998,1.38,-0.16999999999999998
30,$1.05-$1.10,2.4,-15%,60,60,0.26666666666666666,0.1629222282978158,-0.16999999999999998,9.775333697868948,-0.16999999999999998,-0.16999999999999998,1.38,-0.16999999999999998
30,$1.05-$1.10,2.4,-15%,90,60,0.25,0.1666303381482133,-0.16999999999999998,9.997820288892797,-0.16999999999999998,-0.16999999999999998,1.38,-0.16999999999999998
30,$1.05-$1.10,2.4,-15%,180,60,0.25,0.16958983970584562,-0.16999999999999998,10.175390382350738,-0.16999999999999998,-0.16999999999999998,1.38,-0.16999999999999998
30,$1.05-$1.10,2.4,-10%,30,60,0.23333333333333334,0.06438007019589044,-0.12000000000000001,3.8628042117534265,-0.12000000000000001,-0.12000000000000001,0.43774332150196205,-0.12000000000000001
30,$1.05-$1.10,2.4,-10%,60,60,0.21666666666666667,0.12037320455852656,-0.12000000000000001,7.222392273511593,-0.12000000000000001,-0.12000000000000001,1.38,-0.12000000000000001
30,$1.05-$1.10,2.4,-10%,90,60,0.2,0.12491464774225731,-0.12000000000000001,7.494878864535439,-0.12000000000000001,-0.12000000000000001,1.38,-0.12000000000000001
30,$1.05-$1.10,2.4,-10%,180,60,0.18333333333333332,0.12360809425401816,-0.12000000000000001,7.41648565524109,-0.12000000000000001,-0.12000000000000001,1.38,-0.12000000000000001
30,$1.05-$1.20,1.2,none,30,115,0.7217391304347827,0.045410582092542964,0.17999999999999997,5.222216940642441,-0.34079591558883593,-0.050086580086580165,0.17999999999999997,-0.6243801652892562
30,$1.05-$1.20,1.2,none,60,115,0.7565217391304347,0.04942397693886991,0.17999999999999997,5.683757347970039,-0.3948219373219374,0.10500000000000001,0.17999999999999997,-0.7490909090909091
30,$1.05-$1.20,1.2,none,90,115,0.7652173913043478,0.04824973116657301,0.17999999999999997,5.548719084155896,-0.3972892040977148,0.17999999999999997,0.17999999999999997,-0.8423140495867769
30,$1.05-$1.20,1.2,none,180,115,0.7913043478260869,0.05371498730360422,0.17999999999999997,6.177223539914485,-0.4195179815477311,0.17999999999999997,0.17999999999999997,-0.9022222222222223
30,$1.05-$1.20,1.2,-30%,30,115,0.7130434782608696,0.056868885880212654,0.17999999999999997,6.539921876224455,-0.32,-0.06095388997349781,0.17999999999999997,-0.32
30,$1.05-$1.20,1.2,-30%,60,115,0.7304347826086957,0.05861465159726069,0.17999999999999997,6.740684933684979,-0.32,-0.036806722689075685,0.17999999999999997,-0.32
30,$1.05-$1.20,1.2,-30%,90,115,0.7391304347826086,0.059085345453872215,0.17999999999999997,6.7948147271953045,-0.32,-0.015378151260504219,0.17999999999999997,-0.32
30,$1.05-$1.20,1.2,-30%,180,115,0.7391304347826086,0.059085345453872215,0.17999999999999997,6.7948147271953045,-0.32,-0.015378151260504219,0.17999999999999997,-0.32
30,$1.05-$1.20,1.2,-20%,30,115,0.6260869565217392,0.03672624651017545,0.17999999999999997,4.223518348670177,-0.22,-0.22,0.17999999999999997,-0.22
30,$1.05-$1.20,1.2,-20%,60,115,0.6347826086956522,0.038428938947645215,0.17999999999999997,4.4193279789792,-0.22,-0.22,0.17999999999999997,-0.22
30,$1.05-$1.20,1.2,-20%,90,115,0.6347826086956522,0.038428938947645215,0.17999999999999997,4.4193279789792,-0.22,-0.22,0.17999999999999997,-0.22
30,$1.05-$1.20,1.2,-20%,180,115,0.6347826086956522,0.038428938947645215,0.17999999999999997,4.4193279789792,-0.22,-0.22,0.17999999999999997,-0.22
30,$1.05-$1.20,1.2,-15%,30,115,0.5130434782608696,0.012427233917807205,0.17999999999999997,1.4291319005478285,-0.16999999999999998,-0.16999999999999998,0.17999999999999997,-0.16999999999999998
30,$1.05-$1.20,1.2,-15%,60,115,0.5130434782608696,0.012427233917807205,0.17999999999999997,1.4291319005478285,-0.16999999999999998,-0.16999999999999998,0.17999999999999997,-0.16999999999999998
30,$1.05-$1.20,1.2,-15%,90,115,0.5130434782608696,0.012427233917807205,0.17999999999999997,1.4291319005478285,-0.16999999999999998,-0.16999999999999998,0.17999999999999997,-0.16999999999999998
30,$1.05-$1.20,1.2,-15%,180,115,0.5130434782608696,0.012427233917807205,0.17999999999999997,1.4291319005478285,-0.16999999999999998,-0.16999999999999998,0.17999999999999997,-0.16999999999999998
30,$1.05-$1.20,1.2,-10%,30,115,0.3826086956521739,-0.0045548654244306624,-0.12000000000000001,-0.5238095238095262,-0.12000000000000001,-0.12000000000000001,0.17999999999999997,-0.12000000000000001
30,$1.05-$1.20,1.2,-10%,60,115,0.3826086956521739,-0.0045548654244306624,-0.12000000000000001,-0.5238095238095262,-0.12000000000000001,-0.12000000000000001,0.17999999999999997,-0.12000000000000001
30,$1.05-$1.20,1.2,-10%,90,115,0.3826086956521739,-0.0045548654244306624,-0.12000000000000001,-0.5238095238095262,-0.12000000000000001,-0.12000000000000001,0.17999999999999997,-0.12000000000000001
30,$1.05-$1.20,1.2,-10%,180,115,0.3826086956521739,-0.0045548654244306624,-0.12000000000000001,-0.5238095238095262,-0.12000000000000001,-0.12000000000000001,0.17999999999999997,-0.12000000000000001
30,$1.05-$1.20,1.3,none,30,115,0.6521739130434783,0.08049999549612907,0.28,9.257499482054843,-0.37331538461538466,-0.13068467629250105,0.28,-0.6243801652892562
30,$1.05-$1.20,1.3,none,60,115,0.6956521739130435,0.08919340524102955,0.28,10.257241602718398,-0.4648563829787234,-0.09630732099758647,0.28,-0.7490909090909091
30,$1.05-$1.20,1.3,none,90,115,0.7217391304347827,0.09281177425703684,0.28,10.673354039559236,-0.5034245059288538,-0.04529761904761913,0.28,-0.8423140495867769
30,$1.05-$1.20,1.3,none,180,115,0.7739130434782608,0.11902904962972627,0.28,13.68834070741852,-0.47736725254394075,0.28,0.28,-0.9022222222222223
30,$1.05-$1.20,1.3,-30%,30,115,0.6260869565217392,0.07968550896657811,0.28,9.163833531156483,-0.32,-0.20931607787786957,0.28,-0.32
30,$1.05-$1.20,1.3,-30%,60,115,0.6521739130434783,0.08808832195591344,0.28,10.130157024930046,-0.32,-0.2859722222222223,0.28,-0.32
30,$1.05-$1.20,1.3,-30%,90,115,0.6782608695652174,0.09615056284517659,0.28,11.057314727195308,-0.32,-0.32,0.28,-0.32
30,$1.05-$1.20,1.3,-30%,180,115,0.6869565217391305,0.09899217775200889,0.28,11.384100441481023,-0.32,-0.32,0.28,-0.32
30,$1.05-$1.20,1.3,-20%,30,115,0.5304347826086957,0.05340793147920368,0.28,6.141912120108423,-0.22,-0.22,0.28,-0.22
30,$1.05-$1.20,1.3,-20%,60,115,0.5565217391304348,0.06190719981721048,0.28,7.119327978979205,-0.22,-0.22,0.28,-0.22
30,$1.05-$1.20,1.3,-20%,90,115,0.5565217391304348,0.06190719981721048,0.28,7.119327978979205,-0.22,-0.22,0.28,-0.22
30,$1.05-$1.20,1.3,-20%,180,115,0.5565217391304348,0.06190719981721048,0.28,7.119327978979205,-0.22,-0.22,0.28,-0.22
30,$1.05-$1.20,1.3,-15%,30,115,0.43478260869565216,0.027007469611473104,-0.16999999999999998,3.105859005319407,-0.16999999999999998,-0.16999999999999998,0.28,-0.16999999999999998
30,$1.05-$1.20,1.3,-15%,60,115,0.43478260869565216,0.028514190439546366,-0.16999999999999998,3.2791319005478323,-0.16999999999999998,-0.16999999999999998,0.28,-0.16999999999999998
30,$1.05-$1.20,1.3,-15%,90,115,0.43478260869565216,0.028514190439546366,-0.16999999999999998,3.2791319005478323,-0.16999999999999998,-0.16999999999999998,0.28,-0.16999999999999998
30,$1.05-$1.20,1.3,-15%,180,115,0.43478260869565216,0.028514190439546366,-0.16999999999999998,3.2791319005478323,-0.16999999999999998,-0.16999999999999998,0.28,-0.16999999999999998
30,$1.05-$1.20,1.3,-10%,30,115,0.30434782608695654,0.002401656314699796,-0.12000000000000001,0.27619047619047654,-0.12000000000000001,-0.12000000000000001,0.28,-0.12000000000000001
30,$1.05-$1.20,1.3,-10%,60,115,0.30434782608695654,0.002401656314699796,-0.12000000000000001,0.27619047619047654,-0.12000000000000001,-0.12000000000000001,0.28,-0.12000000000000001
30,$1.05-$1.20,1.3,-10%,90,115,0.30434782608695654,0.002401656314699796,-0.12000000000000001,0.27619047619047654,-0.12000000000000001,-0.12000000000000001,0.28,-0.12000000000000001
