minutes_to_trigger,pre_volume,pre_dollar_volume,vol_last5,dvol_last5,vol_acceleration,pre_bars_count,red_ratio,max_pullback_pct,return_std,return_last5,return_earlier,acceleration,first_bar_close_vs_open,vwap,price_above_vwap_pct,bars_since_high,rth_open_price,pre_high_x_open,symbol,date,minute_return,exit_reason,is_winner
234,164956252.0,997004888.4468,4940599.0,40224036.7673,1.4141081197850063,234,0.5085470085470085,-0.15238095238095237,0.019311380320655186,0.05368288060644355,0.9304878048780489,-0.8768049242716054,-0.03981264637002335,6.037129722266201,0.3814346193756115,0,4.27,1.9672131147540985,SERV,2024-07-19,-0.0499999999999999,sl,0
114,64311374.796186,169377937.99624082,3376001.866216,10280568.187248847,1.2077851852665282,114,0.4649122807017544,-0.26250000000000007,0.03549018371481957,0.03788304518858876,0.8673456790123457,-0.829462633823757,-0.006134969325153228,2.621548270961063,0.19765103499276093,7,1.63,1.9754601226993866,MASK,2026-03-31,-0.05,sl,0
75,42190780.340476,112120890.11623624,4798432.807755,16029076.965302434,1.79657239358359,75,0.44,-0.16544117647058829,0.03348187416597747,0.15500815660685152,0.7219101123595506,-0.5669019557526991,-0.04557640750670244,2.6487247226336277,0.336529979785924,0,1.865,1.9463806970509383,MASK,2026-05-28,-0.05,sl,0
200,751917.8333299999,7050432.748871008,95227.916667,1073336.6933046002,5.65546790924596,200,0.375,-0.25995993768083686,0.029106144518824872,0.27341741153422316,0.3454695222405273,-0.07205211070630413,0.15839694656488534,9.320023532980917,0.33905241288681554,0,6.288,1.984732824427481,SBET,2024-12-06,-0.05,sl,0
60,48705440.0,315081387.5574,4431492.0,36098828.2609,1.1010179620755756,60,0.48333333333333334,-0.18443804034582134,0.04773101632277063,0.08703805701995959,0.5559500489715963,-0.4689119919516367,0.10627539503386019,6.428489729629106,0.2894319425906964,0,4.43,1.9638826185101579,XOS,2025-02-20,-0.0499999999999999,sl,0
272,109829327.0,273804730.6959,3376894.0,9833167.6937,1.6939597763820016,272,0.4227941176470588,-0.18330000000000002,0.015049639794559169,-0.003423367909349273,0.8487974683544304,-0.8522208362637796,0.012820512820512775,2.490624216369519,0.16882345432398904,53,1.56,1.923076923076923,NUAI,2025-10-09,-0.05,sl,0
315,84206865.83853799,531885254.6052141,1840698.0118899997,16029686.024257172,1.3855601122219212,315,0.4793650793650794,-0.2735849056603773,0.020808672348322947,0.03781809613572107,0.7224025974025974,-0.6845845012668763,0.07645259938837912,6.303524144199626,0.39747223909753093,2,4.578,1.9536915683704674,MOBX,2026-03-03,0.1,tp,1
17,17830316.0,178337282.24859998,4426007.0,57578238.425,0.7924628416130962,17,0.11764705882352941,-0.17528089887640455,0.05767571387286122,0.3754646840148699,0.3042424242424242,0.07122225977244567,0.10000000000000009,9.824054373573636,0.5065063198155217,0,7.5,1.9733333333333334,GSIT,2025-10-20,0.1,tp,1
82,2276695.181818,27332375.696104854,525160.727273,7451240.222003985,4.617365749796285,82,0.2682926829268293,-0.17431192660550457,0.030625815964733186,0.07346938775510203,0.7831149927219794,-0.7096456049668773,0.0,11.949128945454358,0.21054848985479557,1,7.557,1.965065502183406,MTVA,2025-09-15,-0.05,sl,0
287,8621374.314716,74974818.16064923,572383.0907289999,6113246.834123769,4.010739410537559,287,0.4564459930313589,-0.27492447129909364,0.02316459976597312,0.0835734870317002,0.8104347826086957,-0.7268612955769955,0.0,8.696630850382345,0.2970540194314535,0,5.75,1.9739130434782608,VCIG,2026-05-29,-0.05,sl,0
14,26975.0,98705.5953,12839.0,51933.985199999996,1.6348471986417656,14,0.14285714285714285,-0.14912280701754382,0.0654725827144743,0.22432432432432425,0.2627986348122866,-0.03847431048796235,0.0034246575342467,3.5877999320358356,0.2626122096583934,0,2.92,1.5616438356164382,FOXX,2025-01-30,-0.0499999999999999,sl,0
64,9684565.0,32825913.870899998,1496019.0,5716651.1850000005,2.155819140540946,64,0.359375,-0.36340206185567003,0.05127260188403486,0.05452380952380964,0.758139534883721,-0.7036157253599113,0.0,3.3943624039386386,0.1743295280948023,0,2.15,1.8976279069767443,FOXX,2025-11-21,-0.0499999999999999,sl,0
142,8498977.703262,30660466.8251261,5134432.056112001,20320503.648993384,41.81350265128288,142,0.36619718309859156,-0.10810114184086397,0.013988681450997787,0.10080645161290303,0.7547169811320755,-0.6539105295191725,-0.02752293577981657,3.585584009060744,0.1420733664730669,1,2.18,1.9495412844036695,VERU,2026-06-04,-0.05,sl,0
266,5510597.600000001,38547397.030499995,289324.64,2442075.0261,2.8925410189625484,266,0.38345864661654133,-0.21568627450980393,0.022124738068382773,0.048891588217431003,0.8520809898762653,-0.8031894016588343,0.01195219123505975,6.987448118633569,0.23578735088892766,0,4.3925,1.9920318725099602,DXST,2026-02-11,0.1,tp,1
118,13722471.228118999,64150374.79035439,979525.3429390001,5212913.694803325,1.7372178262301945,118,0.5423728813559322,-0.3186188811188811,0.04680198410287447,0.18186501803194233,0.6689595872742906,-0.4870945692423483,-0.006831767719897575,4.643120376152285,0.2351607400608784,0,2.9275,1.9641332194705379,DXST,2026-03-04,0.1,tp,1
71,7563483.538912001,48025165.20340239,1148080.146465,8432453.96249471,2.362229934158142,71,0.4084507042253521,-0.14674329501915714,0.029122671952641975,0.043241402791964534,0.8163265306122447,-0.7730851278202802,0.009993753903810187,6.32622849596498,0.21083201545529562,0,4.0025,1.9144284821986255,DXST,2026-03-06,-0.05,sl,0
126,11019956.53333,90786946.38767716,300353.800001,2752333.726409172,0.6780626242262738,126,0.5,-0.2698107154315047,0.03632254039263682,0.025935653315824148,0.7199322416713723,-0.6939965883555481,-0.04784946236559151,8.215179605037354,0.1411801629086078,15,5.58,1.85,PCLA,2025-12-23,-0.0499999999999999,sl,0
312,1835551.456722,13161651.144217236,258858.799545,2490763.1693601394,10.080550714633501,312,0.3782051282051282,-0.16582491582491588,0.02146382556993732,0.49998106084519156,0.2413949843260188,0.25858607651917276,0.029032258064516148,7.086682249926679,0.6763838960217123,0,6.2,1.9161290322580646,PCLA,2026-05-26,0.1,tp,1
28,5627674.0,16166547.336600002,3307314.0,10039259.2751,6.556587943250186,28,0.21428571428571427,-0.1907666666666666,0.05630693527546068,0.3549479796757802,0.4010169491525424,-0.0460689694767622,0.0,2.828717674424638,0.1878173740627631,0,1.77,1.9096045197740112,RMSG,2025-08-06,-0.05,sl,0
40,7385561.448334999,96066957.48976421,734042.3835829999,10233391.830045,0.7724997305217194,40,0.4,-0.18918918918918923,0.05388445463816844,0.015680684248039922,0.9114441416893733,-0.8957634574413333,-0.01608579088471851,12.994815675014987,0.09659116038085447,17,7.46,1.9839142091152817,ERNA,2026-05-12,-0.05,sl,0
239,8382127.0,23651088.2839,690093.0,2312045.2694,4.198675200863647,239,0.39330543933054396,-0.45844487522693,0.032649145925909756,0.05259899074332064,0.8457714285714286,-0.793172437828108,0.0,2.823292688864453,0.20426763169478623,6,1.75,1.999942857142857,LFS,2025-11-11,0.1,tp,1
84,14171259.0,92111252.51730002,1278069.0,9322847.0,1.5662136523234358,84,0.42857142857142855,-0.26981919332406124,0.0458139679845274,0.06321839080459779,0.7709923664122136,-0.7077739756076158,0.020779220779220786,6.4946804485590635,0.13939401000734297,0,3.85,1.9844155844155842,LFS,2025-11-18,0.1,tp,1
335,61854569.0,209285414.07339996,736571.0,3072197.4886,0.7954070419649545,335,0.4716417910447761,-0.15142857142857138,0.016573508685378588,-0.01422836646951231,0.8710666666666667,-0.885295033136179,0.013513513513513375,3.3773902659042045,0.22875938913412797,31,2.22,1.9324324324324322,PDYN,2024-11-22,-0.05,sl,0
332,26373824.0,51823243.284499995,727517.0,1632536.5788,1.855222734407726,332,0.4427710843373494,-0.36681222707423583,0.02703200078722773,0.04504504504504481,0.7760000000000002,-0.7309549549549554,0.0,1.9661568015557143,0.17996692744154918,73,1.25,1.9600000000000002,STAK,2025-04-14,-0.05,sl,0
232,12116711.977469,37265007.24193975,1817551.082189,6614867.346851556,8.011994372201448,232,0.3879310344827586,-0.18962722852512157,0.018413561177341612,0.016304347826086918,0.8748726309353985,-0.8585682831093115,0.02229166666666682,3.065489908269886,0.22003337538657797,7,1.92,1.9739583333333335,STAK,2026-06-03,-0.05,sl,0
55,1366477.174394,8504732.368540352,993163.629533,6629788.572530521,26.604007360697178,55,0.36363636363636365,-0.13752455795677804,0.029542455727739114,0.17166666666666663,0.3793103448275863,-0.20764367816091966,0.043165467625899234,6.083661820322552,0.15555404090940628,0,4.17,1.6858513189448443,STAK,2026-06-05,-0.05,sl,0
37,61781.0,182951.985,15156.0,54153.698800000006,2.080394638069705,37,0.10810810810810811,-0.1381074168797954,0.030384785999992007,0.2330097087378642,0.25609756097560976,-0.023087852237745565,0.0,2.9250204658390118,0.30255498875873377,0,2.46,1.5894308943089432,ABTS,2025-05-09,-0.05,sl,0
8,12454.0,33458.6153,11354.0,31158.6153,6.193090909090909,8,0.375,-0.13311688311688316,0.0942718386909171,0.43255813953488387,,,0.0,2.6090693913602054,0.18049754069372637,0,2.15,1.4325581395348839,ABTS,2026-02-20,-0.0499999999999999,sl,0
236,63818127.029615,150591276.34374344,2792486.802585,8017901.971355066,2.1140768011522395,236,0.4872881355932203,-0.3226950354609929,0.030202806951673287,0.08651860439839143,0.7926219393388321,-0.7061033349404406,-0.02550632911392403,2.3557268914156726,0.2730253285845936,0,1.58,1.9619620253164556,ABTS,2026-06-01,-0.0500000000000001,sl,0
354,12655121.0,79151773.9043,698340.0,5996625.249999999,4.076693551550371,354,0.4717514124293785,-0.2086553323029366,0.019147144632729592,0.15213472665162442,0.6598874312137759,-0.5077527045621515,-0.018583925417881564,6.244739323751495,0.463631951014601,0,4.8698,1.936424493819048,RYOJ,2025-10-21,-0.05,sl,0
153,6922280.3416450005,23025252.13409046,2190972.928391,9078073.35197536,13.707162316001462,153,0.42483660130718953,-0.20731707317073164,0.027258079657409787,0.26176814662135817,0.4714537481044303,-0.20968560148307214,0.004074074074074119,3.2993771367125913,0.37298641904076724,0,2.43,1.9012345679012346,RYOJ,2026-05-22,-0.05,sl,0
53,11269282.588159999,26414841.38395593,5662227.164657,15812331.664995046,9.694461116410281,53,0.3018867924528302,-0.19642857142857137,0.03369633464691885,0.19262295081967218,0.4877141637705018,-0.29509121295082963,0.038037974683544196,2.308260435243012,0.2606896325776331,1,1.58,1.993607594936709,NEXR,2026-05-29,-0.0500000000000001,sl,0
58,23753515.098265003,48806626.25774125,5744243.160344,14688584.950780824,3.380979403805674,58,0.4482758620689655,-0.2321428571428571,0.04733415085810978,0.25289293849658323,0.4584717607973421,-0.20557882230075886,-0.056426332288401326,2.040888257748243,0.3475015055622135,1,1.595,1.7680250783699059,WCT,2026-06-03,-0.05,sl,0
148,2140343.0,12027000.7625,1480668.0,9117675.1264,64.19389062796073,148,0.2905405405405405,-0.1304347826086956,0.019215740724437925,0.058519793459552716,0.7822085889570551,-0.7236887954975024,0.0,5.520035935143728,0.1141231818520525,2,3.26,1.96319018404908,INDP,2025-09-26,-0.05,sl,0
140,4794332.791672,17847356.673702538,3197059.621302,12703159.721347693,54.04248401365077,140,0.2857142857142857,-0.14832535885167458,0.0218032057630674,0.1379596121439819,0.7034823529411764,-0.5655227407971946,-0.007009345794392607,3.6898302532665372,0.11639281952151093,0,2.14,1.9626168224299065,INDP,2026-06-04,-0.05,sl,0
131,237314.25,1029632.8093000001,85606.375,430735.51,14.219964850209657,131,0.2824427480916031,-0.19500000000000012,0.032706887486868064,0.1681901279707494,0.36749999999999994,-0.19930987202925055,0.0,4.3059814011730575,0.18718580591345857,0,3.2,1.7,SPHL,2025-09-30,-0.05,sl,0
92,28704705.0,267407454.30949998,2875733.0,38870638.24999999,1.9372723854437566,92,0.4891304347826087,-0.2437810945273631,0.04540254766397191,0.3195164075993091,0.5132507448643562,-0.19373433726504707,-0.021432225063938604,9.215160311786285,0.6581371873104283,1,7.82,1.9539641943734014,SPHL,2026-01-15,-0.05,sl,0
5,28217.374418,86133.5152122,28217.374418,86133.5152122,,5,0.2,-0.1415662650602409,0.07842407840910921,0.38912133891213374,,,0.0,2.9605428787082175,0.12141594836438419,0,2.39,1.3891213389121337,SPHL,2026-06-05,-0.0499999999999999,sl,0
147,1508116.543308,10043472.85342235,407496.93987000006,3188584.8288559,10.514907290545935,147,0.3469387755102041,-0.2321204516938519,0.033813447559793916,0.21975662133142437,0.5947488584474887,-0.37499223711606433,-0.01573033707865179,6.590166194260693,0.2928353775690784,0,4.45,1.9775280898876406,WGRX,2026-05-18,-0.05,sl,0
159,11845744.305046003,32756417.797841568,1649128.2518469999,5609650.616230502,4.981373221457346,159,0.4025157232704403,-0.20937500000000012,0.03004414119266538,0.1854697986577183,0.6328767123287671,-0.4474069136710488,-0.00815217391304357,2.7569471104837437,0.28138112862823106,1,1.84,1.9836956521739129,LESL,2026-05-14,-0.05,sl,0
112,24562072.0,140249267.8054,2772027.0,18957443.1725,2.7224073103107407,112,0.42857142857142855,-0.147783251231527,0.02266885759862543,-0.010159273054013762,0.8523758389261744,-0.8625351119801882,-0.004010695187165791,5.691414096381337,0.20005325290644183,4,3.74,1.9251336898395721,GXAI,2024-12-10,-0.05,sl,0
55,4268564.31973,8370590.162187565,3274794.470387,6880689.178417461,32.95324840607741,55,0.2727272727272727,-0.19724770642201842,0.03347732276821728,0.18764705882352928,0.5583333333333336,-0.3706862745098043,0.025641025641025772,1.913269570416216,0.160787812831237,0,1.17,1.982820512820513,JZXN,2026-06-01,-0.05,sl,0
250,29948273.0,93396585.91340001,3296820.0,11816259.711,6.061364834405088,250,0.44,-0.19636363636363638,0.018164742841695093,0.08583094174383854,0.7332820512820515,-0.6474511095382129,0.031746031746031855,3.1105367676905216,0.17986067167592523,2,1.89,1.957671957671958,ZENA,2024-11-25,0.1,tp,1
112,1427118.0,5263101.2215,663420.0,2657351.062,18.590055231256333,112,0.375,-0.10614525139664802,0.020668475770460378,0.18202304160446192,0.47920833333333346,-0.29718529172887154,0.048034934497816595,3.666444232759076,0.1445148851595095,0,2.29,1.834061135371179,ARTV,2025-04-07,-0.05,sl,0
9,39319.003464,277606.2827550852,33915.223449,251826.4378886352,5.020962860050845,9,0.0,-0.10242952550469313,0.06547189828514474,0.8404740406320543,,,0.0,6.937760513384111,0.1752063197152609,0,4.43,1.8404740406320543,BRAI,2026-02-25,0.1,tp,1
141,474222.458814,3645423.4469432905,50906.722857,479786.2420841181,3.270993124269429,141,0.2553191489361702,-0.17307625739901009,0.0429025514413428,0.18811801033920483,0.6703112021171787,-0.4821931917779738,0.001935471384055809,7.677878136392443,0.3380389500199925,0,5.1667,1.9883678169818262,BRAI,2026-03-03,-0.0500000000000001,sl,0
48,1823301.717217,24990887.9561498,607480.522457,9650058.206262114,4.296957904374638,48,0.3958333333333333,-0.1704456606724003,0.043542592939326545,0.2155659697188177,0.5241758241758241,-0.3086098544570064,0.05568445475638062,13.59289786025237,0.24034625826924105,0,8.62,1.970986078886311,BRAI,2026-05-26,-0.0500000000000001,sl,0
30,1567366.125,6420818.1393,860793.875,3840304.5083999997,6.091336554754308,30,0.4,-0.19699999999999995,0.05726203137711972,0.3280965391621131,0.37249999999999983,-0.04440346083788671,-0.015384615384615441,4.051914755250096,0.15165305339992918,0,2.6,1.8430769230769228,SPPL,2024-11-04,-0.0500000000000001,sl,0
132,7732746.0,47130884.0874,1272200.0,8564205.7664,5.001725860322022,132,0.3409090909090909,-0.21191135734072014,0.032533835848550935,0.08931419457735257,0.8660714285714286,-0.776757233994076,-0.07692307692307698,6.0842916837046,0.12256288078571442,30,3.64,1.9835164835164834,CNCK,2025-12-01,-0.0500000000000001,sl,0
159,36281620.0,58656326.0763,2991792.0,5544432.0197,2.768028528113753,159,0.4025157232704403,-0.16981132075471697,0.023403772476582714,0.09655290687703633,0.654340836012862,-0.5577879291358256,0.057399999999999896,1.6113459916885373,0.19043334572105697,14,1.0,1.99,NAMM,2026-01-21,-0.05,sl,0
78,33213394.0,100963303.4493,7190422.0,27221116.9538,4.034134194972042,78,0.38461538461538464,-0.14231823196555027,0.0265085773985627,0.14123076923076927,0.6349583828775269,-0.49372761364675766,0.021775700934579367,3.0180807607948763,0.3518193591762837,0,2.14,1.934579439252336,NAMM,2026-01-22,-0.05,sl,0
121,8123540.0,36057145.4068,2327932.0,12549246.555,9.318784569280737,121,0.4049586776859504,-0.18882978723404256,0.02389133180728551,0.2996777658431793,0.36146939253019816,-0.061791626687018875,0.07518867924528294,4.398137055688365,0.37558241669053594,0,3.18,1.9025157232704402,XTIA,2025-06-11,0.1,tp,1
90,31974418.048841,361340327.9974959,1441249.644396,20156760.9610691,0.8024468220980672,90,0.4222222222222222,-0.31325301204819267,0.04600560401244912,0.14175654853620956,0.6520720904184911,-0.5103155418822816,-0.016670838548185296,11.2763639383255,0.31425343143019524,32,7.99,1.872327909887359,ARTL,2026-03-27,0.1,tp,1
298,5914479.405757,61595515.43587875,129623.62338,1567130.3888001502,1.3130741051848354,298,0.4429530201342282,-0.2931007751937985,0.027550283239232854,0.14825446800629694,0.6902488652371261,-0.5419943972308292,-0.05376184834123221,10.394299999151768,0.19296152708810688,98,6.752,1.9105450236966826,VSA,2026-03-26,-0.05,sl,0
370,55916728.0,94453303.8862,2623609.0,5700176.6406000005,3.5937745921757744,370,0.45675675675675675,-0.16940677966101694,0.015757405299794462,0.08396504273091598,0.8167543859649125,-0.7327893432339965,-0.02564102564102566,1.685648801420689,0.33183139815831275,0,1.17,1.9230769230769231,IVVD,2025-02-05,-0.05,sl,0
6,993966.0,9005988.620000001,696092.0,6876189.52,0.4673734532050464,6,0.0,-0.10909090909090918,0.12246003780287384,0.7006993006993005,,,0.10000000000000009,8.77541483981008,0.385689477018863,1,6.5,1.8707692307692307,FATN,2025-04-08,-0.05,sl,0
60,6519087.0,11502090.979799999,2594676.0,5693291.8578,7.272794821949077,60,0.4166666666666667,-0.16666666666666663,0.04286696050825854,0.3205562697206963,0.3421692416281077,-0.021612971907411405,0.02830645161290324,1.7338841196576555,0.30343197355439333,1,1.24,1.9354838709677418,SEGG,2026-01-20,-0.05,sl,0
82,35620.91666899999,175515.6856120332,10198.666668,59022.6477071616,6.178031711631423,82,0.21951219512195122,-0.21767068273092366,0.03743401505611877,0.14678899082568808,0.027225130890052407,0.11956385993563567,0.01866666666666661,4.861751684304485,0.11071077888103131,3,4.5,1.328,CING,2024-07-10,-0.0500000000000001,sl,0
255,21067071.830602996,126047888.35741964,1210316.2704,8499419.23279421,3.0476183954888416,255,0.4196078431372549,-0.14277069956634286,0.016464278852913725,0.06868644947084457,0.8535124591334926,-0.784826009662648,-2.747252747259399e-05,5.97852771699371,0.20598253304168557,0,3.64,1.9917582417582418,EDSA,2026-03-06,-0.0500000000000001,sl,0
294,7988976.181426,16559150.040239057,527901.1826,1426064.36849602,4.089583385649008,294,0.35714285714285715,-0.319838056680162,0.026233425715297836,0.20550847457627142,0.5424836601307188,-0.3369751855544474,0.0,2.0751679520479995,0.37097336974207185,0,1.53,1.9477124183006536,AIMD,2026-05-26,-0.05,sl,0
115,95426580.0,558926858.0079999,4494219.0,32997316.317,1.0873226749275762,115,0.45217391304347826,-0.25033647375504703,0.03860688054538581,0.07193802438431751,0.6936912946644718,-0.6217532702801543,0.007512195121951226,5.845325882236025,0.28300802232281397,1,4.1,1.8902439024390245,VWAV,2025-07-28,-0.05,sl,0
2,61050.992728,215486.46780568,61050.992728,215486.46780568,,2,0.0,-0.18149466192170827,,0.49822064056939497,,,0.10196078431372557,3.340767431775304,0.2601894881867848,0,2.55,1.6509803921568629,TJGC,2026-06-03,0.2941176470588236,tp_gap,1
112,31833396.994558003,94384858.58307122,1841597.627524,6197157.85545028,1.3140321708183993,112,0.45535714285714285,-0.23076923076923078,0.036567125396891505,0.008982035928143839,0.8055030001621708,-0.796520964234027,-5.405405405400909e-05,2.9607154955268906,0.13823837686919416,5,1.85,1.864864864864865,AGPU,2026-04-01,-0.05,sl,0
176,13424632.939798001,385005231.5257413,393149.257163,13785855.944397144,1.0317861666735284,176,0.48863636363636365,-0.2402234636871508,0.03202994003712604,0.20374498439589828,0.4081614349775784,-0.20441645058168012,0.0045045045045044585,28.609977460368498,0.3212173988029814,0,22.2,1.7027027027027026,AIXI,2026-04-07,-0.0499999999999999,sl,0
52,250797.0,472800.798,202113.0,394227.14,39.02436529455263,52,0.1346153846153846,-0.16836734693877556,0.028404996844900034,0.21341463414634143,-0.012048192771084376,0.2254628269174258,0.0,1.812038962454362,0.09821038136210603,0,1.66,1.1987951807228916,TYGO,2025-11-21,0.1,tp,1
11,103301.0,929434.7849000001,87559.5,820715.0856000001,6.674802274243243,11,0.18181818181818182,-0.21875000000000003,0.07214198550062291,0.3913043478260869,0.149425287356322,0.24187906046976493,0.0235294117647058,8.550145165100048,0.19764048472505413,1,6.256,1.6368286445012787,SKYQ,2025-06-16,-0.05,sl,0
20,318404.3,3682537.0631,152139.1,1977057.041,2.7451162359892507,20,0.2,-0.20175438596491233,0.07732982245292294,0.4285714285714286,0.3355886332882272,0.09298279528320141,0.0054421768707482165,11.334715709450741,0.2439659151083604,0,7.35,1.9183673469387756,SKK,2024-12-26,0.1,tp,1
5,33065.8,71659.17850000001,33065.8,71659.17850000001,,5,0.2,-0.1681818181818182,0.16353505576103822,0.24645892351274812,,,0.0,2.0521225556314984,0.07206072754411852,0,1.765,1.2464589235127481,SKK,2026-05-04,0.1,tp,1
135,5335257.0,35804849.394,415134.0,3908501.0399999996,2.193742717407675,135,0.4,-0.41529411764705887,0.048351444063030595,0.1116225546605294,0.6583969465648853,-0.546774391904356,-0.0019047619047618536,6.721028364244371,0.4372800524679903,2,5.25,1.8857142857142857,FOFO,2025-09-12,-0.05,sl,0
237,637099.489018,1903912.1884965652,19105.602825,70803.666817,1.4344801637781015,237,0.3080168776371308,-0.16159217877094972,0.017451248945945304,0.07357954545454537,0.6372093023255814,-0.563629756871036,0.004672897196261516,2.9912448630273634,0.26335361130394697,0,2.14,1.8130841121495325,FOFO,2026-06-01,-0.05,sl,0
334,106559715.1,371796254.4929,1611823.2,8139113.282000001,1.0105773888346201,334,0.4820359281437126,-0.270326409495549,0.02205652399596634,0.18165823619969212,0.6834505738615326,-0.5017923376618405,-0.046930134086097364,3.4876622263854635,0.5405734991626352,0,2.834,1.970712773465067,QNCX,2026-02-10,-0.05,sl,0
353,453467083.0,681029779.4276,5940097.0,13256158.4006,0.9238118909772293,353,0.48725212464589235,-0.28084269662921346,0.025064614583471725,0.02191083939488614,0.8674166666666667,-0.8455058272717806,0.04347826086956519,1.4994079935901323,0.527269435530286,6,1.15,1.9913043478260872,EVTV,2026-01-12,0.1,tp,1
59,69077307.902298,707945903.616048,4817427.094070001,56691958.56569083,0.8096531142226172,59,0.4576271186440678,-0.24292452830188677,0.041044884275686165,0.12173278432997847,0.62502196193265,-0.5032891776026716,0.0014662756598240456,10.201485191261213,0.22041053499395424,0,6.82,1.9354838709677418,BIRD,2026-04-15,-0.05,sl,0
67,121477739.0,186003713.5377,8556917.0,18549363.0818,0.9396475239969472,67,0.47761194029850745,-0.27137652689477815,0.04624523067045986,0.17623703409598512,0.4495683453237411,-0.273331311227756,0.09448818897637778,1.518234758169972,0.5610234104090177,9,1.27,1.889763779527559,PROK,2025-07-08,0.1,tp,1
14,91079.0,458071.53239999997,69781.0,381182.2382,5.897539675086863,14,0.21428571428571427,-0.1432584269662922,0.06882986691675988,0.404920671418717,0.36761006289308185,0.03731060852563517,-0.009345794392523255,4.96302442092396,0.2311041578277202,0,3.21,1.9034267912772587,SOBR,2025-04-04,-0.05,sl,0
19,9252298.0,54154488.939600006,4443961.0,26045493.23,2.58781587064301,19,0.3157894736842105,-0.18164062499999994,0.11375774823327331,0.10516934046345816,0.7000000000000002,-0.594830659536542,0.0,5.866182570369725,0.0569053938614863,0,3.3,1.9909090909090912,WKEY,2024-12-13,-0.05,sl,0
