symbol,date,today_close,next_open,consolidation_avg,horizon_complete_30,max_high_30,min_low_30,close_30,hit_tp2.0_30,days_to_tp2.0_30,hit_tp2.4_30,days_to_tp2.4_30,hit_tp3.0_30,days_to_tp3.0_30,hit_tp5.0_30,days_to_tp5.0_30,horizon_complete_60,max_high_60,min_low_60,close_60,hit_tp2.0_60,days_to_tp2.0_60,hit_tp2.4_60,days_to_tp2.4_60,hit_tp3.0_60,days_to_tp3.0_60,hit_tp5.0_60,days_to_tp5.0_60,horizon_complete_90,max_high_90,min_low_90,close_90,hit_tp2.0_90,days_to_tp2.0_90,hit_tp2.4_90,days_to_tp2.4_90,hit_tp3.0_90,days_to_tp3.0_90,hit_tp5.0_90,days_to_tp5.0_90,horizon_complete_180,max_high_180,min_low_180,close_180,hit_tp2.0_180,days_to_tp2.0_180,hit_tp2.4_180,days_to_tp2.4_180,hit_tp3.0_180,days_to_tp3.0_180,hit_tp5.0_180,days_to_tp5.0_180,horizon_complete_365,max_high_365,min_low_365,close_365,hit_tp2.0_365,days_to_tp2.0_365,hit_tp2.4_365,days_to_tp2.4_365,hit_tp3.0_365,days_to_tp3.0_365,hit_tp5.0_365,days_to_tp5.0_365,year
LAES,2024-12-11,1.149999976158142,1.7100000381469729,0.42561666468779247,1,11.0,1.4800000190734863,3.7300000190734863,1,3.0,1,3.0,1,3.0,1,8.0,1,11.0,1.4800000190734863,2.7899999618530273,1,3.0,1,3.0,1,3.0,1,8.0,1,11.0,1.4800000190734863,2.609999895095825,1,3.0,1,3.0,1,3.0,1,8.0,1,11.0,1.4800000190734863,2.549999952316284,1,3.0,1,3.0,1,3.0,1,8.0,1,11.0,1.4800000190734863,3.4800000190734863,1,3.0,1,3.0,1,3.0,1,8.0,2024
LXRX,2025-07-09,1.0700000524520874,1.0700000524520874,0.6890000015497207,1,1.4299999475479126,1.0,1.1299999952316284,0,,0,,0,,0,,1,1.4500000476837158,1.0,1.3799999952316284,0,,0,,0,,0,,1,1.659999966621399,1.0,1.440000057220459,0,,0,,0,,0,,1,1.830000042915344,1.0,1.6299999952316284,0,,0,,0,,0,,0,2.5299999713897705,1.0,1.909999966621399,1,210.0,1,211.0,0,,0,,2025
MVST,2024-12-02,1.059999942779541,1.0199999809265137,0.3220166663328807,1,2.869999885559082,0.949999988079071,2.1600000858306885,1,15.0,1,17.0,0,,0,,1,2.869999885559082,0.949999988079071,1.4800000190734863,1,15.0,1,17.0,0,,0,,1,2.869999885559082,0.949999988079071,1.7000000476837158,1,15.0,1,17.0,0,,0,,1,4.71999979019165,0.949999988079071,2.7100000381469727,1,15.0,1,17.0,1,110.0,0,,1,7.119999885559082,0.949999988079071,1.2000000476837158,1,15.0,1,17.0,1,110.0,1,214.0,2024
NAUT,2025-10-15,1.100000023841858,1.1299999952316284,0.7520999987920125,1,2.5399999618530273,0.949999988079071,2.2699999809265137,1,23.0,1,25.0,0,,0,,1,2.5399999618530273,0.949999988079071,1.9900000095367432,1,23.0,1,25.0,0,,0,,1,3.0799999237060547,0.949999988079071,2.890000104904175,1,23.0,1,25.0,1,90.0,0,,0,4.309999942779541,0.949999988079071,2.390000104904175,1,23.0,1,25.0,1,90.0,0,,0,4.309999942779541,0.949999988079071,2.390000104904175,1,23.0,1,25.0,1,90.0,0,,2025
OCGN,2025-06-06,1.059999942779541,1.1299999952316284,0.7166999995708465,1,1.2899999618530271,0.902999997138977,1.0299999713897705,0,,0,,0,,0,,1,1.2899999618530271,0.902999997138977,1.0499999523162842,0,,0,,0,,0,,1,1.899999976158142,0.902999997138977,1.6699999570846558,0,,0,,0,,0,,1,1.9600000381469729,0.902999997138977,1.8600000143051147,0,,0,,0,,0,,0,2.7249999046325684,0.902999997138977,1.2799999713897705,1,185.0,1,191.0,0,,0,,2025
PDSB,2026-04-09,1.0700000524520874,1.090000033378601,0.7368499934673309,1,1.5499999523162842,0.8610000014305115,1.159999966621399,0,,0,,0,,0,,0,1.5499999523162842,0.8610000014305115,1.0199999809265137,0,,0,,0,,0,,0,1.5499999523162842,0.8610000014305115,1.0199999809265137,0,,0,,0,,0,,0,1.5499999523162842,0.8610000014305115,1.0199999809265137,0,,0,,0,,0,,0,1.5499999523162842,0.8610000014305115,1.0199999809265137,0,,0,,0,,0,,2026
PLBY,2024-10-31,1.1699999570846558,1.2400000095367432,0.6846333305040996,1,1.7389999628067017,0.8529999852180481,1.409999966621399,0,,0,,0,,0,,1,1.9900000095367432,0.8529999852180481,1.659999966621399,0,,0,,0,,0,,1,2.440000057220459,0.8529999852180481,1.2200000286102295,1,61.0,1,61.0,0,,0,,1,2.440000057220459,0.8529999852180481,1.8799999952316284,1,61.0,1,61.0,0,,0,,1,2.75,0.8529999852180481,1.809999942779541,1,61.0,1,61.0,0,,0,,2024
QTEX,2025-07-02,1.0800000429153442,1.0800000429153442,0.6327000016967456,1,1.649999976158142,1.0,1.2549999952316284,0,,0,,0,,0,,1,1.649999976158142,1.0,1.309999942779541,0,,0,,0,,0,,1,1.649999976158142,0.8500000238418579,0.9649999737739564,0,,0,,0,,0,,1,1.649999976158142,0.5360000133514404,0.5529999732971191,0,,0,,0,,0,,0,3.849999904632568,0.2829999923706054,1.4199999570846558,1,226.0,1,227.0,1,227.0,0,,2025
QUBT,2024-10-21,1.1399999856948853,1.1799999475479126,0.6670333335796992,1,9.199999809265137,1.0,6.170000076293945,1,17.0,1,17.0,1,17.0,1,23.0,1,27.149999618530273,1.0,9.829999923706056,1,17.0,1,17.0,1,17.0,1,23.0,1,27.149999618530273,1.0,5.260000228881836,1,17.0,1,17.0,1,17.0,1,23.0,1,27.149999618530273,1.0,18.940000534057617,1,17.0,1,17.0,1,17.0,1,23.0,1,27.149999618530273,1.0,6.929999828338623,1,17.0,1,17.0,1,17.0,1,23.0,2024
RLMD,2025-08-29,1.1200000047683716,1.1299999952316284,0.6465333352486292,1,2.8399999141693115,1.059999942779541,2.0199999809265137,1,20.0,1,23.0,0,,0,,1,5.119999885559082,1.059999942779541,4.300000190734863,1,20.0,1,23.0,1,50.0,1,57.0,1,5.119999885559082,1.059999942779541,4.429999828338623,1,20.0,1,23.0,1,50.0,1,57.0,1,8.0,1.059999942779541,7.03000020980835,1,20.0,1,23.0,1,50.0,1,57.0,0,8.0,1.059999942779541,5.949999809265137,1,20.0,1,23.0,1,50.0,1,57.0,2025
SLNH,2025-07-10,1.0700000524520874,1.0700000524520874,0.7065000007549922,1,1.7200000286102295,0.4199999868869781,0.449999988079071,0,,0,,0,,0,,1,3.5,0.4199999868869781,2.2200000286102295,1,51.0,1,52.0,1,53.0,0,,1,5.139999866485596,0.4199999868869781,1.6699999570846558,1,51.0,1,52.0,1,53.0,1,69.0,1,5.139999866485596,0.4199999868869781,0.6200000047683716,1,51.0,1,52.0,1,53.0,1,69.0,0,5.139999866485596,0.4199999868869781,1.340000033378601,1,51.0,1,52.0,1,53.0,1,69.0,2025
STAK,2026-03-02,1.059999942779541,1.1050000190734863,0.39026666631301243,1,1.7200000286102295,0.481000006198883,0.8159999847412109,0,,0,,0,,0,,1,2.430000066757202,0.481000006198883,0.949999988079071,1,50.0,1,51.0,0,,0,,0,8.800000190734863,0.481000006198883,4.929999828338623,1,50.0,1,51.0,1,65.0,1,67.0,0,8.800000190734863,0.481000006198883,4.929999828338623,1,50.0,1,51.0,1,65.0,1,67.0,0,8.800000190734863,0.481000006198883,4.929999828338623,1,50.0,1,51.0,1,65.0,1,67.0,2026
TRON,2024-12-04,1.159999966621399,0.8859999775886536,0.7000333329041799,1,0.8859999775886536,0.4059999883174896,0.4550000131130218,0,,0,,0,,0,,1,1.090000033378601,0.3000000119209289,0.3980000019073486,0,,0,,0,,0,,1,1.090000033378601,0.2610000073909759,0.2820000052452087,0,,0,,0,,0,,1,12.800000190734863,0.2610000073909759,4.989999771118164,1,131.0,1,131.0,1,131.0,1,131.0,1,12.800000190734863,0.2610000073909759,1.9299999475479128,1,131.0,1,131.0,1,131.0,1,131.0,2024
TRON,2025-06-12,1.1799999475479126,1.2000000476837158,0.45576666792233783,1,12.800000190734863,1.034000039100647,10.854999542236328,1,2.0,1,2.0,1,2.0,1,2.0,1,12.800000190734863,1.034000039100647,3.140000104904175,1,2.0,1,2.0,1,2.0,1,2.0,1,12.800000190734863,1.034000039100647,2.740000009536743,1,2.0,1,2.0,1,2.0,1,2.0,1,12.800000190734863,1.034000039100647,1.3700000047683716,1,2.0,1,2.0,1,2.0,1,2.0,0,12.800000190734863,1.034000039100647,1.75,1,2.0,1,2.0,1,2.0,1,2.0,2025
XMAX,2025-04-25,1.0700000524520874,1.0800000429153442,0.6120000024636586,1,1.6699999570846558,0.9100000262260436,1.2200000286102295,0,,0,,0,,0,,1,3.5899999141693115,0.9100000262260436,2.6700000762939453,1,38.0,1,52.0,1,55.0,0,,1,3.5899999141693115,0.9100000262260436,2.6700000762939453,1,38.0,1,52.0,1,55.0,0,,1,6.230000019073486,0.9100000262260436,5.800000190734863,1,38.0,1,52.0,1,55.0,1,92.0,0,8.829999923706055,0.9100000262260436,8.15999984741211,1,38.0,1,52.0,1,55.0,1,92.0,2025
