month,symbol,date,rule,ret,tp_hit
2020-06,AACG,2020-06-11,30d/$1.05-$1.20/+10%/60d,0.08000000000000008,True
2020-06,HDSN,2020-06-12,30d/$1.05-$1.20/+10%/60d,0.08000000000000008,True
2020-06,HNRG,2020-06-08,30d/$1.05-$1.20/+10%/60d,-0.42387096774193556,False
2020-06,FTEK,2020-06-29,30d/$1.05-$1.20/+10%/60d,0.08000000000000008,True
2020-06,MARA,2020-06-04,30d/$1.05-$1.20/+10%/60d,0.08000000000000008,True
2020-07,ALTO,2020-07-23,60d/$1.05-$1.15/+50%/60d,0.48,True
2023-02,AKBA,2023-02-06,30d/$1.05-$1.20/+20%/90d,0.17999999999999997,True
2023-03,HEPS,2023-03-23,30d/$1.05-$1.15/+30%/90d,0.28,True
2023-03,ENTX,2023-03-02,30d/$1.05-$1.15/+30%/90d,0.28,True
2023-03,TLSA,2023-03-28,30d/$1.05-$1.15/+30%/90d,-0.4547826086956521,False
2023-04,CRVS,2023-04-04,30d/$1.05-$1.15/+20%/90d,0.17999999999999997,True
2023-05,BLIN,2023-05-24,30d/$1.05-$1.15/+20%/90d,0.17999999999999997,True
2023-05,AKBA,2023-05-05,30d/$1.05-$1.15/+20%/90d,0.17999999999999997,True
2023-05,CGEN,2023-05-26,30d/$1.05-$1.15/+20%/90d,0.17999999999999997,True
2023-05,TLPH,2023-05-26,30d/$1.05-$1.15/+20%/90d,-0.5303361344537816,False
2023-05,RGTI,2023-05-26,30d/$1.05-$1.15/+20%/90d,0.17999999999999997,True
2023-06,BWAY,2023-06-06,30d/$1.05-$1.15/+15%/30d,0.12999999999999992,True
2023-06,CNTX,2023-06-01,30d/$1.05-$1.15/+15%/30d,0.12999999999999992,True
2023-06,TMC,2023-06-13,30d/$1.05-$1.15/+15%/30d,0.12999999999999992,True
2023-07,CRDL,2023-07-25,60d/$1.05-$1.15/+30%/60d,-0.2990909090909092,False
2023-08,PSHG,2023-08-01,30d/$1.05-$1.15/+10%/30d,0.08000000000000008,True
2023-09,GLBS,2023-09-18,30d/$1.05-$1.15/+10%/30d,0.08000000000000008,True
2023-09,AHG,2023-09-05,30d/$1.05-$1.15/+10%/30d,0.08000000000000008,True
2023-09,VFF,2023-09-11,30d/$1.05-$1.15/+10%/30d,-0.34261682242990665,False
2023-10,BYSI,2023-10-12,30d/$1.05-$1.15/+10%/90d,0.08000000000000008,True
2023-11,CNET,2023-11-02,30d/$1.05-$1.15/+50%/90d,-0.16414414414414422,False
