symbol,date,today_close,next_open,consolidation_avg,consolidation_avg_vol,horizon_complete_30,max_high_30,close_30,hit_tp1.5_30,days_to_tp1.5_30,hit_tp2.0_30,days_to_tp2.0_30,hit_tp2.4_30,days_to_tp2.4_30,hit_tp3.0_30,days_to_tp3.0_30,hit_tp5.0_30,days_to_tp5.0_30,horizon_complete_60,max_high_60,close_60,hit_tp1.5_60,days_to_tp1.5_60,hit_tp2.0_60,days_to_tp2.0_60,hit_tp2.4_60,days_to_tp2.4_60,hit_tp3.0_60,days_to_tp3.0_60,hit_tp5.0_60,days_to_tp5.0_60,horizon_complete_90,max_high_90,close_90,hit_tp1.5_90,days_to_tp1.5_90,hit_tp2.0_90,days_to_tp2.0_90,hit_tp2.4_90,days_to_tp2.4_90,hit_tp3.0_90,days_to_tp3.0_90,hit_tp5.0_90,days_to_tp5.0_90,horizon_complete_180,max_high_180,close_180,hit_tp1.5_180,days_to_tp1.5_180,hit_tp2.0_180,days_to_tp2.0_180,hit_tp2.4_180,days_to_tp2.4_180,hit_tp3.0_180,days_to_tp3.0_180,hit_tp5.0_180,days_to_tp5.0_180
CGTL,2025-12-11,1.14,1.14,0.6880033333333333,2454889.1,1,6.4,3.26,1,18.0,1,18.0,1,18.0,1,20.0,1,23.0,1,6.4,1.34,1,18.0,1,18.0,1,18.0,1,20.0,1,23.0,1,6.4,1.27,1,18.0,1,18.0,1,18.0,1,20.0,1,23.0,0,6.4,0.3756,1,18.0,1,18.0,1,18.0,1,20.0,1,23.0
CNCKW,2025-04-22,1.14,1.26,0.7073083666666667,18857.7,1,1.88,1.05,1,12.0,0,,0,,0,,0,,1,1.88,0.707264,1,12.0,0,,0,,0,,0,,1,1.88,0.639951,1,12.0,0,,0,,0,,0,,1,1.938,0.191599,1,12.0,0,,0,,0,,0,
HUMA,2026-05-07,1.08,1.07,0.7261466666666667,5540288.6,0,1.525,1.345,1,19.0,0,,0,,0,,0,,0,1.525,1.345,1,19.0,0,,0,,0,,0,,0,1.525,1.345,1,19.0,0,,0,,0,,0,,0,1.525,1.345,1,19.0,0,,0,,0,,0,
CCG,2025-02-24,1.16,1.02,0.8800533333333332,228210.96666666667,1,1.54,0.79,1,2.0,0,,0,,0,,0,,1,1.54,0.835,1,2.0,0,,0,,0,,0,,1,1.54,0.75,1,2.0,0,,0,,0,,0,,1,1.54,0.972,1,2.0,0,,0,,0,,0,
CCG,2025-09-02,1.11,1.12,0.7910613333333334,180964.23333333334,1,1.54,1.01,1,10.0,0,,0,,0,,0,,1,1.54,0.98,1,10.0,0,,0,,0,,0,,1,1.54,0.8377,1,10.0,0,,0,,0,,0,,1,1.54,0.614,1,10.0,0,,0,,0,,0,
CGCTW,2026-04-23,1.05,1.15,0.7736700666666666,54007.4,1,1.8,1.4,1,23.0,0,,0,,0,,0,,0,1.8,1.4,1,23.0,0,,0,,0,,0,,0,1.8,1.4,1,23.0,0,,0,,0,,0,,0,1.8,1.4,1,23.0,0,,0,,0,,0,
AIRJW,2025-10-06,1.05,1.11,0.8207400000000001,26577.5,1,1.87,0.8531,1,3.0,0,,0,,0,,0,,1,1.87,0.9,1,3.0,0,,0,,0,,0,,1,1.87,0.648,1,3.0,0,,0,,0,,0,,0,1.87,1.19,1,3.0,0,,0,,0,,0,
ENGS,2026-03-19,1.15,1.11,0.8883266666666667,84687.23333333334,1,1.35,1.21,0,,0,,0,,0,,0,,0,1.67,1.625,1,36.0,0,,0,,0,,0,,0,1.67,1.625,1,36.0,0,,0,,0,,0,,0,1.67,1.625,1,36.0,0,,0,,0,,0,
CRBU,2025-05-19,1.05,1.06,0.8134533333333336,1053181.7666666666,1,1.44,1.37,0,,0,,0,,0,,0,,1,2.66,2.0,1,33.0,1,41.0,1,44.0,0,,0,,1,2.66,2.13,1,33.0,1,41.0,1,44.0,0,,0,,1,3.535,1.48,1,33.0,1,41.0,1,44.0,1,116.0,0,
BCARW,2026-01-13,1.1,1.38,0.3423666666666667,78139.73333333334,1,1.75,0.748,1,1.0,0,,0,,0,,0,,1,1.75,0.88,1,1.0,0,,0,,0,,0,,1,2.164438,2.0,1,1.0,1,88.0,0,,0,,0,,0,2.55,2.0001,1,1.0,1,88.0,1,92.0,0,,0,
CRMLW,2025-07-17,1.08,1.27,0.40793836666666666,122617.33333333333,1,2.67,1.92,1,1.0,1,21.0,1,28.0,0,,0,,1,8.81,7.19,1,1.0,1,21.0,1,28.0,1,55.0,1,56.0,1,20.84,3.05,1,1.0,1,21.0,1,28.0,1,55.0,1,56.0,1,20.84,3.67,1,1.0,1,21.0,1,28.0,1,55.0,1,56.0
GEVO,2024-09-13,1.17,1.25,0.7068966666666668,3370671.3333333335,1,3.39,2.96,1,2.0,1,19.0,1,24.0,1,24.0,0,,1,3.39,1.5,1,2.0,1,19.0,1,24.0,1,24.0,0,,1,3.39,1.855,1,2.0,1,19.0,1,24.0,1,24.0,0,,1,3.39,1.14,1,2.0,1,19.0,1,24.0,1,24.0,0,
EVGOW,2024-10-04,1.12,1.11,0.34667789999999993,102734.6,1,1.99,0.676,1,4.0,0,,0,,0,,0,,1,1.99,0.534301,1,4.0,0,,0,,0,,0,,1,1.99,0.312,1,4.0,0,,0,,0,,0,,1,1.99,0.208,1,4.0,0,,0,,0,,0,
CBAT,2024-12-27,1.07,1.105,0.8869433333333334,281253.43333333335,1,1.28,0.8994,0,,0,,0,,0,,0,,1,1.28,0.7966,0,,0,,0,,0,,0,,1,1.28,0.8999,0,,0,,0,,0,,0,,1,1.28,0.91,0,,0,,0,,0,,0,
GRNQ,2024-11-12,1.14,1.05,0.9019183,17231.4,1,1.32,1.06,0,,0,,0,,0,,0,,1,2.24,1.05,1,39.0,1,40.0,0,,0,,0,,1,2.24,0.9,1,39.0,1,40.0,0,,0,,0,,1,2.5,1.64,1,39.0,1,40.0,1,162.0,0,,0,
AREC,2024-10-09,1.08,1.1,0.6611433333333334,258946.0,1,1.27,1.06,0,,0,,0,,0,,0,,1,1.34,0.785,0,,0,,0,,0,,0,,1,1.34,0.5743,0,,0,,0,,0,,0,,1,1.68,0.7806,1,130.0,0,,0,,0,,0,
AREC,2025-04-16,1.11,1.255,0.5007500333333332,5035050.6,1,1.68,0.6383,1,1.0,0,,0,,0,,0,,1,1.68,1.4,1,1.0,0,,0,,0,,0,,1,2.26,2.1,1,1.0,1,89.0,0,,0,,0,,1,7.11,3.25,1,1.0,1,89.0,1,91.0,1,108.0,1,123.0
AREC,2025-07-10,1.11,1.12,0.8056899999999999,1750883.9666666666,1,1.95,1.45,1,6.0,0,,0,,0,,0,,1,3.7,3.7,1,6.0,1,32.0,1,34.0,1,51.0,0,,1,7.11,3.02,1,6.0,1,32.0,1,34.0,1,51.0,1,66.0,1,7.11,2.28,1,6.0,1,32.0,1,34.0,1,51.0,1,66.0
ABLV,2026-05-11,1.05,1.05,0.6757299666666667,776320.8333333334,0,1.205,1.07,0,,0,,0,,0,,0,,0,1.205,1.07,0,,0,,0,,0,,0,,0,1.205,1.07,0,,0,,0,,0,,0,,0,1.205,1.07,0,,0,,0,,0,,0,
CURR,2025-07-01,1.05,1.075,0.54274,6798995.433333334,1,2.44,1.38,1,3.0,1,3.0,1,17.0,0,,0,,1,2.44,1.6,1,3.0,1,3.0,1,17.0,0,,0,,1,4.68,2.91,1,3.0,1,3.0,1,17.0,1,86.0,0,,1,4.68,2.55,1,3.0,1,3.0,1,17.0,1,86.0,0,
ATIIW,2026-04-21,1.17,1.27,0.6254233,29868.233333333334,1,2.57,2.45,1,11.0,1,12.0,1,21.0,0,,0,,0,2.57,2.08,1,11.0,1,12.0,1,21.0,0,,0,,0,2.57,2.08,1,11.0,1,12.0,1,21.0,0,,0,,0,2.57,2.08,1,11.0,1,12.0,1,21.0,0,,0,
AUROW,2024-10-24,1.05,1.0588,0.7306300000000001,131984.9,1,1.6503,1.555,1,30.0,0,,0,,0,,0,,1,2.73,1.28,1,30.0,1,50.0,1,50.0,0,,0,,1,2.9953,1.54,1,30.0,1,50.0,1,50.0,0,,0,,1,2.9953,0.98,1,30.0,1,50.0,1,50.0,0,,0,
BYND,2026-04-20,1.16,1.38,0.69571,35971462.833333336,1,1.4,0.7645,0,,0,,0,,0,,0,,0,1.4,0.7078,0,,0,,0,,0,,0,,0,1.4,0.7078,0,,0,,0,,0,,0,,0,1.4,0.7078,0,,0,,0,,0,,0,
HOVR,2024-12-26,1.15,1.22,0.6014500333333334,3612070.7666666666,1,1.63,0.57,1,1.0,0,,0,,0,,0,,1,1.63,0.5795,1,1.0,0,,0,,0,,0,,1,1.63,0.501,1,1.0,0,,0,,0,,0,,1,2.52,1.72,1,1.0,1,115.0,1,119.0,0,,0,
HOVR,2025-05-29,1.1,1.1,0.5893999999999999,790498.5666666667,1,2.52,1.59,1,10.0,1,11.0,1,15.0,0,,0,,1,2.52,1.61,1,10.0,1,11.0,1,15.0,0,,0,,1,3.09,2.9,1,10.0,1,11.0,1,15.0,1,89.0,0,,1,4.18,1.75,1,10.0,1,11.0,1,15.0,1,89.0,0,
CTMX,2025-05-08,1.09,1.29,0.66142,1453648.2666666666,1,3.095,2.16,1,2.0,1,2.0,1,3.0,1,24.0,0,,1,3.095,2.37,1,2.0,1,2.0,1,3.0,1,24.0,0,,1,3.095,1.93,1,2.0,1,2.0,1,3.0,1,24.0,0,,1,6.15,5.93,1,2.0,1,2.0,1,3.0,1,24.0,1,174.0
EQ,2024-08-23,1.0897,1.08,0.7999950333333334,122795.93333333333,1,1.31,0.934,0,,0,,0,,0,,0,,1,1.5,0.681,1,47.0,0,,0,,0,,0,,1,1.5,0.7688,1,47.0,0,,0,,0,,0,,1,1.5,0.3733,1,47.0,0,,0,,0,,0,
EQ,2024-10-16,1.1,1.15,0.87185,92837.46666666666,1,1.5,0.77,1,10.0,0,,0,,0,,0,,1,1.5,0.6888,1,10.0,0,,0,,0,,0,,1,1.5,0.7634,1,10.0,0,,0,,0,,0,,1,1.5,0.3371,1,10.0,0,,0,,0,,0,
EQ,2025-08-15,1.14,1.13,0.49592666666666674,14631776.266666668,1,2.35,1.46,1,4.0,1,5.0,0,,0,,0,,1,2.35,0.9682,1,4.0,1,5.0,0,,0,,0,,1,2.35,1.35,1,4.0,1,5.0,0,,0,,0,,1,2.7,2.07,1,4.0,1,5.0,1,144.0,0,,0,
COSM,2025-08-06,1.15,1.11,0.5580966666666668,482798.13333333336,1,1.14,0.9319,0,,0,,0,,0,,0,,1,1.32,0.9002,0,,0,,0,,0,,0,,1,1.32,0.4414,0,,0,,0,,0,,0,,1,1.32,0.3798,0,,0,,0,,0,,0,
COSM,2025-09-22,1.1,1.13,0.81358,608365.9,1,1.32,0.7758,0,,0,,0,,0,,0,,1,1.32,0.5019,0,,0,,0,,0,,0,,1,1.32,0.4804,0,,0,,0,,0,,0,,0,1.32,0.2508,0,,0,,0,,0,,0,
HIT,2025-07-10,1.11,1.12,0.7049066666666668,268978.4666666667,1,3.95,3.42,1,7.0,1,8.0,1,17.0,1,22.0,0,,1,3.95,3.37,1,7.0,1,8.0,1,17.0,1,22.0,0,,1,4.02,1.6,1,7.0,1,8.0,1,17.0,1,22.0,0,,1,4.02,1.39,1,7.0,1,8.0,1,17.0,1,22.0,0,
AERT,2025-06-17,1.18,1.3,0.6882356999999999,148385.5,1,1.5184,0.8766,1,2.0,0,,0,,0,,0,,1,1.5184,0.60575,1,2.0,0,,0,,0,,0,,1,1.5184,0.5902,1,2.0,0,,0,,0,,0,,1,1.5184,0.2919,1,2.0,0,,0,,0,,0,
CYPH,2026-04-10,1.06,1.07,0.6909266666666666,2147031.6666666665,1,1.38,1.2,0,,0,,0,,0,,0,,0,1.3994,0.5188,0,,0,,0,,0,,0,,0,1.3994,0.5188,0,,0,,0,,0,,0,,0,1.3994,0.5188,0,,0,,0,,0,,0,
FBGL,2026-02-12,1.18,1.18,0.8706296666666666,2804035.3333333335,1,1.4,0.6,0,,0,,0,,0,,0,,1,1.4,0.585,0,,0,,0,,0,,0,,0,1.4,0.5775,0,,0,,0,,0,,0,,0,1.4,0.5775,0,,0,,0,,0,,0,
AMPG,2024-10-23,1.19,1.19,0.8181967000000001,35522.76666666667,1,1.32,0.859,0,,0,,0,,0,,0,,1,6.43,1.95,1,34.0,1,34.0,1,34.0,1,35.0,1,44.0,1,6.43,1.61,1,34.0,1,34.0,1,34.0,1,35.0,1,44.0,1,6.43,2.64,1,34.0,1,34.0,1,34.0,1,35.0,1,44.0
ABVC,2025-03-31,1.06,1.14,0.6753666666666667,917492.7,1,1.68,1.68,1,30.0,0,,0,,0,,0,,1,2.29,2.19,1,30.0,1,54.0,0,,0,,0,,1,5.48,2.7,1,30.0,1,54.0,1,61.0,1,64.0,1,67.0,1,5.48,2.06,1,30.0,1,54.0,1,61.0,1,64.0,1,67.0
CNTB,2025-06-17,1.08,1.1,0.8040033,80820.43333333333,1,2.86,2.02,1,16.0,1,22.0,1,23.0,0,,0,,1,2.86,1.56,1,16.0,1,22.0,1,23.0,0,,0,,1,2.86,1.7,1,16.0,1,22.0,1,23.0,0,,0,,1,3.28,2.48,1,16.0,1,22.0,1,23.0,1,108.0,0,
CTOR,2025-06-06,1.0501,1.23,0.8737299999999999,56011.9,1,6.19,1.65,1,4.0,1,9.0,1,9.0,1,9.0,1,14.0,1,6.19,1.97,1,4.0,1,9.0,1,9.0,1,9.0,1,14.0,1,6.19,1.72,1,4.0,1,9.0,1,9.0,1,9.0,1,14.0,1,6.19,1.11,1,4.0,1,9.0,1,9.0,1,9.0,1,14.0
DRTSW,2026-01-15,1.09,1.0,0.41282403333333334,41441.433333333334,1,1.5,1.21,1,27.0,0,,0,,0,,0,,1,1.5,0.94,1,27.0,0,,0,,0,,0,,1,2.99,2.54,1,27.0,1,79.0,1,84.0,0,,0,,0,2.99,2.0,1,27.0,1,79.0,1,84.0,0,,0,
WLACW,2025-09-16,1.15,1.28,0.41685496666666666,10486.6,1,5.73,3.25,1,1.0,1,2.0,1,3.0,1,3.0,1,20.0,1,5.73,3.45,1,1.0,1,2.0,1,3.0,1,3.0,1,20.0,1,5.73,4.05,1,1.0,1,2.0,1,3.0,1,3.0,1,20.0,0,9.65,8.34,1,1.0,1,2.0,1,3.0,1,3.0,1,20.0
TMC,2024-12-27,1.1,1.11,0.8565966666666666,1697595.5666666667,1,1.94,1.76,1,12.0,0,,0,,0,,0,,1,2.55,1.7,1,12.0,1,33.0,1,34.0,0,,0,,1,3.8,3.11,1,12.0,1,33.0,1,34.0,1,73.0,0,,1,8.63,5.67,1,12.0,1,33.0,1,34.0,1,73.0,1,101.0
TELA,2026-05-04,1.09,1.09,0.6883366666666667,240388.73333333334,0,1.27,0.8801,0,,0,,0,,0,,0,,0,1.27,0.8801,0,,0,,0,,0,,0,,0,1.27,0.8801,0,,0,,0,,0,,0,,0,1.27,0.8801,0,,0,,0,,0,,0,
TNYA,2025-08-15,1.16,1.23,0.7405600000000001,2319411.033333333,1,1.69,1.58,1,27.0,0,,0,,0,,0,,1,2.35,1.43,1,27.0,1,38.0,0,,0,,0,,1,2.35,0.7032,1,27.0,1,38.0,0,,0,,0,,1,2.35,0.7543,1,27.0,1,38.0,0,,0,,0,
TEAD,2026-05-06,1.15,1.12,0.7437233333333332,261832.6,0,1.39,1.22,0,,0,,0,,0,,0,,0,1.39,1.22,0,,0,,0,,0,,0,,0,1.39,1.22,0,,0,,0,,0,,0,,0,1.39,1.22,0,,0,,0,,0,,0,
WETO,2026-05-22,1.07,1.0,0.5450400000000001,120311.3,0,1.1,1.05,0,,0,,0,,0,,0,,0,1.1,1.05,0,,0,,0,,0,,0,,0,1.1,1.05,0,,0,,0,,0,,0,,0,1.1,1.05,0,,0,,0,,0,,0,
TMCWW,2025-05-23,1.05,1.12,0.6289167333333333,165375.66666666666,1,2.04,1.5099,1,17.0,1,21.0,0,,0,,0,,1,2.2894,0.65,1,17.0,1,21.0,0,,0,,0,,1,2.2894,1.33,1,17.0,1,21.0,0,,0,,0,,1,3.84,1.2,1,17.0,1,21.0,1,95.0,1,97.0,0,
VRME,2026-01-05,1.06,1.16,0.6966233333333334,347089.2,1,1.5099,0.9714,1,8.0,0,,0,,0,,0,,1,1.5099,0.8341,1,8.0,0,,0,,0,,0,,1,1.5099,0.695,1,8.0,0,,0,,0,,0,,0,1.5099,0.67,1,8.0,0,,0,,0,,0,
TLPH,2025-10-06,1.1,1.14,0.7918299999999999,2872534.3333333335,1,1.4501,1.32,0,,0,,0,,0,,0,,1,1.57,1.14,1,35.0,0,,0,,0,,0,,1,1.57,0.8108,1,35.0,0,,0,,0,,0,,0,1.57,0.7752,1,35.0,0,,0,,0,,0,
XRPNW,2025-10-17,1.07,1.09,0.8094816,51544.4,1,1.2,1.0,0,,0,,0,,0,,0,,1,1.2,0.82,0,,0,,0,,0,,0,,1,1.2,0.68,0,,0,,0,,0,,0,,0,1.2,0.8,0,,0,,0,,0,,0,
VSEE,2025-10-28,1.06,1.35,0.6432166666666668,11306432.033333333,1,1.5,0.5446,1,1.0,0,,0,,0,,0,,1,1.5,0.384,1,1.0,0,,0,,0,,0,,1,1.5,0.2629,1,1.0,0,,0,,0,,0,,0,1.5,0.159,1,1.0,0,,0,,0,,0,
ZTEK,2026-01-12,1.06,1.04,0.72303,52382.933333333334,1,1.045,0.5702,0,,0,,0,,0,,0,,1,1.045,0.5551,0,,0,,0,,0,,0,,1,1.1,0.719,0,,0,,0,,0,,0,,0,1.1,0.5101,0,,0,,0,,0,,0,
TRON,2024-12-04,1.16,0.8862,0.6827633333333333,948282.1666666666,1,0.8862,0.455,0,,0,,0,,0,,0,,1,1.09,0.3975,0,,0,,0,,0,,0,,1,1.09,0.282,0,,0,,0,,0,,0,,1,12.8,4.99,1,131.0,1,131.0,1,131.0,1,131.0,1,131.0
TRON,2025-06-12,1.18,1.2,0.5376833333333334,486582.73333333334,1,12.8,10.855,1,2.0,1,2.0,1,2.0,1,2.0,1,2.0,1,12.8,3.14,1,2.0,1,2.0,1,2.0,1,2.0,1,2.0,1,12.8,2.74,1,2.0,1,2.0,1,2.0,1,2.0,1,2.0,1,12.8,1.37,1,2.0,1,2.0,1,2.0,1,2.0,1,2.0
VWAVW,2025-10-17,1.11,1.6,0.4698633333333333,110847.53333333334,1,2.49,1.02,1,1.0,1,3.0,1,4.0,0,,0,,1,4.09,3.145,1,1.0,1,3.0,1,4.0,1,57.0,0,,1,4.24,1.61,1,1.0,1,3.0,1,4.0,1,57.0,0,,0,4.24,1.02,1,1.0,1,3.0,1,4.0,1,57.0,0,
TVACW,2025-09-25,1.12,1.22,0.24870323333333327,81457.33333333333,1,1.75,1.4,1,9.0,0,,0,,0,,0,,1,1.75,0.89,1,9.0,0,,0,,0,,0,,1,1.75,1.09,1,9.0,0,,0,,0,,0,,0,1.75,0.5001,1,9.0,0,,0,,0,,0,
TOMZ,2024-12-27,1.05,1.01,0.7524083,198630.5,1,1.5,1.0,1,15.0,0,,0,,0,,0,,1,1.5,0.8325,1,15.0,0,,0,,0,,0,,1,1.5,0.8553,1,15.0,0,,0,,0,,0,,1,1.5,0.9898,1,15.0,0,,0,,0,,0,
TOMZ,2025-06-02,1.12,1.13,0.8137099999999999,12372.9,1,1.2,0.9602,0,,0,,0,,0,,0,,1,1.2,0.8303,0,,0,,0,,0,,0,,1,1.2,1.0,0,,0,,0,,0,,0,,1,1.2,0.701,0,,0,,0,,0,,0,
TOMZ,2026-06-01,1.06,1.05,0.7261083333333332,1149191.6,0,1.081,1.025,0,,0,,0,,0,,0,,0,1.081,1.025,0,,0,,0,,0,,0,,0,1.081,1.025,0,,0,,0,,0,,0,,0,1.081,1.025,0,,0,,0,,0,,0,
YTRA,2025-08-11,1.13,1.17,0.9322699999999998,39884.13333333333,1,1.58,1.51,1,19.0,0,,0,,0,,0,,1,2.0,1.48,1,19.0,1,42.0,0,,0,,0,,1,2.0,1.78,1,19.0,1,42.0,0,,0,,0,,1,2.0,0.9901,1,19.0,1,42.0,0,,0,,0,
TOP,2026-05-18,1.07,1.02,0.8030706666666667,44049.9,0,1.21,1.01,0,,0,,0,,0,,0,,0,1.21,1.01,0,,0,,0,,0,,0,,0,1.21,1.01,0,,0,,0,,0,,0,,0,1.21,1.01,0,,0,,0,,0,,0,
XMAX,2025-04-25,1.07,1.08,0.6460645333333335,1127975.5,1,1.6723,1.22,1,18.0,0,,0,,0,,0,,1,3.59,2.67,1,18.0,1,38.0,1,52.0,1,55.0,0,,1,3.59,2.67,1,18.0,1,38.0,1,52.0,1,55.0,0,,1,6.23,5.8,1,18.0,1,38.0,1,52.0,1,55.0,1,92.0
TRIB,2025-08-12,1.13,1.08,0.7461333000000001,192246.0,1,3.44,1.14,1,2.0,1,2.0,1,2.0,1,2.0,0,,1,3.44,0.992,1,2.0,1,2.0,1,2.0,1,2.0,0,,1,3.44,0.9387,1,2.0,1,2.0,1,2.0,1,2.0,0,,1,3.44,0.6,1,2.0,1,2.0,1,2.0,1,2.0,0,
TLSA,2025-02-27,1.13,1.23,0.7705133333333334,1054528.7,1,1.91,0.78,1,5.0,0,,0,,0,,0,,1,1.91,1.58,1,5.0,0,,0,,0,,0,,1,1.91,1.51,1,5.0,0,,0,,0,,0,,1,2.6,1.65,1,5.0,1,105.0,1,106.0,0,,0,
RPID,2024-10-28,1.07,1.07,0.8796733333333334,61364.166666666664,1,1.34,1.04,0,,0,,0,,0,,0,,1,1.49,1.43,0,,0,,0,,0,,0,,1,4.0443,2.25,1,61.0,1,63.0,1,67.0,1,67.0,0,,1,4.0443,3.4,1,61.0,1,63.0,1,67.0,1,67.0,0,
ONMD,2024-12-02,1.07,1.01,0.8373799666666668,359677.36666666664,1,1.56,1.09,1,14.0,0,,0,,0,,0,,1,1.56,0.9095,1,14.0,0,,0,,0,,0,,1,1.56,0.4959,1,14.0,0,,0,,0,,0,,1,1.56,0.7802,1,14.0,0,,0,,0,,0,
ONMD,2026-04-24,1.1,1.175,0.8538700000000002,322057.4666666667,0,1.24,0.69,0,,0,,0,,0,,0,,0,1.24,0.69,0,,0,,0,,0,,0,,0,1.24,0.69,0,,0,,0,,0,,0,,0,1.24,0.69,0,,0,,0,,0,,0,
QUBT,2024-10-21,1.14,1.18,0.6950733333333335,672903.0666666667,1,9.2,6.17,1,6.0,1,17.0,1,17.0,1,17.0,1,23.0,1,27.15,9.83,1,6.0,1,17.0,1,17.0,1,17.0,1,23.0,1,27.15,5.26,1,6.0,1,17.0,1,17.0,1,17.0,1,23.0,1,27.15,18.94,1,6.0,1,17.0,1,17.0,1,17.0,1,23.0
JBDI,2025-05-08,1.1,1.14,0.8343551333333333,645398.1666666666,1,1.48,1.02,0,,0,,0,,0,,0,,1,1.48,0.96,0,,0,,0,,0,,0,,1,3.0,1.7,1,85.0,1,85.0,1,85.0,1,85.0,0,,1,3.0,0.6205,1,85.0,1,85.0,1,85.0,1,85.0,0,
IRWD,2025-08-13,1.09,1.08,0.7930366666666667,1385020.5333333334,1,1.515,1.27,1,28.0,0,,0,,0,,0,,1,2.23,2.05,1,28.0,1,57.0,0,,0,,0,,1,3.93,3.13,1,28.0,1,57.0,1,62.0,1,64.0,0,,1,5.78,4.44,1,28.0,1,57.0,1,62.0,1,64.0,1,98.0
REE,2025-10-13,1.06,1.06,0.7545882666666663,128030.5,1,1.7572,0.7514,1,3.0,0,,0,,0,,0,,1,1.7572,0.801,1,3.0,0,,0,,0,,0,,1,1.7572,0.575,1,3.0,0,,0,,0,,0,,0,1.7572,0.428,1,3.0,0,,0,,0,,0,
SJ,2026-01-20,1.1,1.12,0.6703866666666668,37488.4,1,1.58,1.2199,1,5.0,0,,0,,0,,0,,1,1.63,1.28,1,5.0,0,,0,,0,,0,,1,1.63,1.18,1,5.0,0,,0,,0,,0,,0,1.63,1.16,1,5.0,0,,0,,0,,0,
RGC,2025-03-20,1.18421,1.41316,0.18470894,45298466.2,1,2.14211,1.61184,1,1.0,1,29.0,0,,0,,0,,1,83.6,60.0,1,1.0,1,29.0,1,31.0,1,32.0,1,32.0,1,83.6,14.43,1,1.0,1,29.0,1,31.0,1,32.0,1,32.0,1,83.6,16.24,1,1.0,1,29.0,1,31.0,1,32.0,1,32.0
RGTI,2024-10-18,1.11,1.17,0.7951833333333336,3098716.9,1,3.66,3.02,1,6.0,1,26.0,1,26.0,1,26.0,0,,1,21.42,11.24,1,6.0,1,26.0,1,26.0,1,26.0,1,35.0,1,21.42,7.7,1,6.0,1,26.0,1,26.0,1,26.0,1,35.0,1,21.42,12.18,1,6.0,1,26.0,1,26.0,1,26.0,1,35.0
PMEC,2025-04-29,1.05,1.04,0.8046759666666667,96849.6,1,1.4,1.1498,0,,0,,0,,0,,0,,1,1.645,1.47,1,47.0,0,,0,,0,,0,,1,1.89,1.87,1,47.0,0,,0,,0,,0,,1,2.44,0.9501,1,47.0,1,117.0,1,118.0,0,,0,
SKYX,2024-10-07,1.17,1.18,0.86585,210667.8,1,1.5,1.07,1,15.0,0,,0,,0,,0,,1,1.5,1.12,1,15.0,0,,0,,0,,0,,1,2.135,1.99,1,15.0,1,83.0,0,,0,,0,,1,2.135,1.175,1,15.0,1,83.0,0,,0,,0,
NAUT,2025-10-15,1.1,1.13,0.7788666666666667,370554.5,1,2.54,2.27,1,4.0,1,23.0,1,25.0,0,,0,,1,2.54,1.99,1,4.0,1,23.0,1,25.0,0,,0,,1,3.08,2.89,1,4.0,1,23.0,1,25.0,1,90.0,0,,0,4.3101,2.38,1,4.0,1,23.0,1,25.0,1,90.0,0,
NXL,2024-10-16,1.05,1.22,0.7202832333333333,182004.5,1,4.36,4.27,1,4.0,1,6.0,1,6.0,1,12.0,0,,1,4.4899,2.78,1,4.0,1,6.0,1,6.0,1,12.0,0,,1,4.4899,2.7,1,4.0,1,6.0,1,6.0,1,12.0,0,,1,4.4899,0.99,1,4.0,1,6.0,1,6.0,1,12.0,0,
