symbol,date,open,high,low,close,high_x_open,low_x_open,close_x_open,entry,opt_return,opt_reason,pes_return,pes_reason,dollar_vol,range,close_position,close_vs_entry,realistic_outcome,realistic_return
AEHL,2026-05-12,1.2300000190734863,2.5299999713897705,1.2200000286102295,2.109999895095825,2.0569105139490373,0.991869926578709,1.715447042582333,2.4600000381469727,-0.05,sl,-0.05,sl,105020813.778615,1.309999942779541,0.6793892407332518,-0.14227647870883353,sl_hit,-0.05
SERV,2024-07-19,4.269999980926514,8.970000267028809,3.9200000762939458,7.550000190734863,2.100702648031975,0.9180328088534032,1.7681499354706434,8.539999961853027,-0.05,sl,-0.05,sl,2010348365.78722,5.050000190734863,0.7188118767006797,-0.11592503226467832,sl_hit,-0.05
MASK,2026-03-31,1.6299999952316284,3.319999933242798,1.6100000143051147,2.2699999809265137,2.036809780954026,0.9877300730153245,1.392638029182288,3.259999990463257,-0.05,sl,-0.05,sl,283196344.62046623,1.709999918937683,0.385964911057666,-0.303680985408856,sl_hit,-0.05
MASK,2026-05-28,1.8650000095367432,6.730000019073486,1.725000023841858,4.130000114440918,3.608579080246324,0.9249329839254744,2.214477261834862,3.7300000190734863,0.1,tp,-0.05,sl_first,618956096.1510658,5.004999995231628,0.4805194990789921,0.10723863091743091,tp_held,0.1
SBET,2024-12-06,6.239999771118164,13.4399995803833,6.119999885559082,11.279999732971191,2.1538461656024945,0.9807692484037416,1.8076923312049888,12.479999542236328,-0.05,sl,-0.05,sl,25468457.15709114,7.319999694824219,0.7049180413300579,-0.09615383439750558,sl_hit,-0.05
XOS,2025-02-20,4.429999828338623,9.149999618530272,4.239999771118164,6.25,2.0654627478759484,0.9571105949022768,1.4108352691164616,8.859999656677246,-0.05,sl,-0.05,sl,603693125.0,4.909999847412108,0.4093686947752632,-0.2945823654417692,sl_hit,-0.05
NUAI,2025-10-09,1.559999942779541,3.180000066757202,1.5499999523162842,2.8299999237060547,2.038461656024945,0.993589749467914,1.814102581737075,3.119999885559082,-0.05,sl,-0.05,sl,471949465.27671814,1.630000114440918,0.7852760009337817,-0.09294870913146247,sl_hit,-0.05
MOBX,2026-03-03,4.579999923706055,12.399999618530272,3.849999904632568,11.199999809265137,2.7074235425961346,0.8406113468921669,2.445414846252289,9.15999984741211,0.1,tp,-0.05,sl_first,1552691029.557829,8.549999713897703,0.8596491404187324,0.22270742312614455,tp_held,0.1
GSIT,2025-10-20,7.5,18.149999618530273,7.340000152587891,12.970000267028809,2.41999994913737,0.9786666870117188,1.7293333689371744,15.0,0.1,tp,-0.05,sl_first,1502459097.932911,10.809999465942383,0.5208140973714759,-0.1353333155314128,sl_hit,-0.05
MTVA,2025-09-15,7.557000160217285,19.030000686645508,7.501999855041504,16.5,2.5181950884196276,0.9927219393926544,2.183406067246342,15.11400032043457,0.1,tp,-0.05,sl_first,135445794.0,11.528000831604004,0.7805343074135185,0.091703033623171,tp_pulled_back,0.1
RKTO,2025-01-07,1.6699999570846558,3.799999952316284,1.440000057220459,2.2799999713897705,2.2754491317173455,0.8622755055241372,1.3652694790304072,3.3399999141693115,0.1,tp,-0.05,sl_first,952749744.0445662,2.359999895095825,0.35593218284240824,-0.3173652604847964,sl_hit,-0.05
VCIG,2026-05-29,5.75,11.579999923706056,5.329999923706055,8.470000267028809,2.013913030209749,0.9269565084706182,1.4730435247006624,11.5,-0.05,sl,-0.05,sl,95877015.0226593,6.250000000000002,0.5024000549316405,-0.2634782376496688,sl_hit,-0.05
FOXX,2025-01-30,2.9200000762939453,11.0,2.8499999046325684,6.389999866485596,3.7671231892435992,0.9760273390984904,2.1883560614819446,5.840000152587891,0.1,tp,-0.05,sl_first,214218994.52404976,8.150000095367432,0.4343558184576231,0.09417803074097231,tp_pulled_back,0.1
FOXX,2025-11-21,2.1500000953674316,4.769999980926514,2.1500000953674316,3.5399999618530273,2.218604543880882,1.0,1.6465115371299772,4.300000190734863,0.1,tp,-0.05,sl_first,177808180.0839424,2.619999885559082,0.530534323358943,-0.1767442314350114,sl_hit,-0.05
VERU,2026-06-04,2.180000066757202,7.329999923706055,2.109999895095825,4.230000019073486,3.36238518313882,0.9678898304964256,1.9403669218073485,4.360000133514404,0.1,tp,-0.05,sl_first,392821489.7712707,5.2200000286102295,0.40613028972378934,-0.029816539096325756,close_red_no_sl,-0.029816539096325756
DXST,2026-02-11,4.400000095367432,11.324999809265137,4.400000095367432,7.75,2.573863537227814,1.0,1.7613635981871083,8.800000190734863,0.1,tp,-0.05,sl_first,96824935.0,6.924999713897705,0.4837545188499417,-0.11931820090644574,sl_hit,-0.05
DXST,2026-03-04,2.924999952316284,7.375,2.575000047683716,5.125,2.5213675624711707,0.8803419109954493,1.752136780700305,5.849999904632568,0.1,tp,-0.05,sl_first,205069515.5,4.799999952316284,0.5312499953433871,-0.12393160964984751,sl_hit,-0.05
DXST,2026-03-06,4.0,9.25,4.0,7.0,2.3125,1.0,1.75,8.0,0.1,tp,-0.05,sl_first,166660088.0,5.25,0.5714285714285714,-0.125,sl_hit,-0.05
PCLA,2025-12-23,5.579999923706055,14.100000381469728,5.190000057220459,10.800000190734863,2.526881823343282,0.930107549853411,1.935483931613005,11.15999984741211,0.1,tp,-0.05,sl_first,295907909.22592163,8.91000032424927,0.6296296217011739,-0.03225803419349749,close_red_no_sl,-0.03225803419349749
PCLA,2026-05-26,6.199999809265137,14.100000381469728,6.010000228881836,12.0,2.2741936798770563,0.969354905447034,1.935483930510365,12.399999618530272,0.1,tp,-0.05,sl_first,53271600.0,8.090000152587892,0.7404202296834366,-0.032258034744817365,close_red_no_sl,-0.032258034744817476
RMSG,2025-08-06,1.7699999809265137,3.880000114440918,1.7680000066757202,2.309999942779541,2.192090483758037,0.9988700710325734,1.305084727498337,3.5399999618530273,-0.05,sl,-0.05,sl,101612046.48299216,2.1120001077651978,0.25662874453038514,-0.3474576362508315,sl_hit,-0.05
ERNA,2026-05-12,7.460000038146973,15.880000114440918,7.21999979019165,12.010000228881836,2.128686331533241,0.9678283851570948,1.609919593494407,14.920000076293944,-0.05,sl,-0.05,sl,233091285.44216156,8.660000324249268,0.5531178128570601,-0.19504020325279636,sl_hit,-0.05
LFS,2025-11-11,1.75,12.489999771118164,1.75,11.369999885559082,7.137142726353237,1.0,6.497142791748047,3.5,0.1,tp,-0.05,sl_first,422830966.7441368,10.739999771118164,0.8957169544294621,2.2485713958740234,tp_held,0.1
LFS,2025-11-18,3.849999904632568,8.767000198364258,3.849999904632568,6.5,2.2771429650726063,1.0,1.6883117301324555,7.699999809265136,0.1,tp,-0.05,sl_first,214812650.0,4.9170002937316895,0.5389464993007457,-0.15584413493377214,sl_hit,-0.05
PDYN,2024-11-22,2.2200000286102295,5.050000190734863,2.1500000953674316,4.599999904632568,2.27477483137524,0.968468498945642,2.0720720024099606,4.440000057220459,0.1,tp,-0.05,sl_first,382132572.0776081,2.9000000953674316,0.8448274926538305,0.036036001204980295,tp_pulled_back,0.1
STAK,2025-04-14,1.25,2.680000066757202,1.25,2.2200000286102295,2.1440000534057617,1.0,1.7760000228881836,2.5,-0.05,sl,-0.05,sl,75232470.96955776,1.4300000667572021,0.6783216666624985,-0.1119999885559082,sl_hit,-0.05
STAK,2026-06-03,1.919999957084656,3.900000095367432,1.919999957084656,3.609999895095825,2.0312500950725147,1.0,1.8802083207216729,3.839999914169312,-0.05,sl,-0.05,sl,98137125.148201,1.980000138282776,0.8535352626171432,-0.05989583963916356,sl_hit,-0.05
STAK,2026-06-05,4.170000076293945,8.800000190734863,2.759999990463257,4.929999828338623,2.1103117577292214,0.6618704892006105,1.1822541338464727,8.34000015258789,-0.05,sl,-0.05,sl,49020960.293102264,6.0400002002716064,0.3592714844244187,-0.40887293307676364,sl_hit,-0.05
ABTS,2025-05-09,2.4600000381469727,9.399999618530272,2.4000000953674316,8.40999984741211,3.821137997059116,0.9756097797361268,3.4186990719508494,4.920000076293945,0.1,tp,-0.05,sl_first,50348987.08648682,6.99999952316284,0.8585714516347787,0.7093495359754247,tp_held,0.1
ABTS,2026-02-20,2.1500000953674316,5.5,2.059999942779541,3.7300000190734863,2.5581394214124713,0.9581394657694144,1.734883652847483,4.300000190734863,0.1,tp,-0.05,sl_first,147669208.7551117,3.440000057220459,0.485465130382386,-0.13255817357625854,sl_hit,-0.05
ABTS,2026-06-01,1.5800000429153442,3.2300000190734863,1.4199999570846558,2.140000104904175,2.0443037540135993,0.8987341256425135,1.354430409353372,3.1600000858306885,-0.05,sl,-0.05,sl,221302546.8483925,1.8100000619888306,0.39779012329335606,-0.32278479532331406,sl_hit,-0.05
RYOJ,2025-10-21,4.869999885559082,11.43000030517578,4.550000190734863,9.119999885559082,2.3470227050864914,0.9342916422291696,1.87268995890584,9.739999771118164,0.1,tp,-0.05,sl_first,215397981.2971115,6.880000114440916,0.6642441306406267,-0.06365502054708005,sl_hit,-0.05
RYOJ,2026-05-22,2.430000066757202,8.100000381469727,2.430000066757202,5.0,3.3333333987430924,1.0,2.0576131121973273,4.860000133514404,0.1,tp,-0.05,sl_first,206415500.0,5.670000314712524,0.45326274966408003,0.02880655609866367,tp_pulled_back,0.1
VIVO,2025-03-24,1.284999966621399,4.369999885559082,1.100000023841858,3.2200000286102295,3.400778209394787,0.8560311691945376,2.5058366632307796,2.569999933242798,0.1,tp,-0.05,sl_first,206228121.83237076,3.269999861717224,0.6483180716879493,0.2529183316153898,tp_held,0.1
NEXR,2026-05-29,1.5800000429153442,3.2699999809265137,1.3309999704360962,1.3600000143051147,2.0696201848785134,0.8424050216987308,0.8607594793451426,3.1600000858306885,-0.05,sl,-0.05,sl,89414968.94050837,1.9390000104904175,0.014956185514245449,-0.5696202603274287,sl_hit,-0.05
WCT,2026-06-03,1.5950000286102295,3.609999895095825,1.2899999618530271,2.569999933242798,2.263322777643662,0.8087773910430849,1.6112851957012906,3.190000057220459,0.1,tp,-0.05,sl_first,219016936.3109112,2.319999933242798,0.5517241414747115,-0.1943574021493547,sl_hit,-0.05
INDP,2025-09-26,3.259999990463257,8.569999694824219,3.25,3.490000009536743,2.6288342699063607,0.9969325182538312,1.0705521532964184,6.519999980926514,0.1,tp,-0.05,sl_first,51630013.14108372,5.319999694824219,0.04511278633535206,-0.4647239233517908,sl_hit,-0.05
INDP,2026-06-04,2.140000104904175,5.960000038146973,2.109999895095825,4.75,2.7850466102728766,0.98598121105714,2.219626059416804,4.28000020980835,0.1,tp,-0.05,sl_first,210308625.0,3.8500001430511475,0.6857142874836257,0.1098130297084019,tp_held,0.1
SPHL,2025-09-30,3.200000047683716,6.800000190734863,3.0480000972747803,4.455999851226807,2.125000027939677,0.9525000162050126,1.392499932758511,6.400000095367432,-0.05,sl,-0.05,sl,8784616.034706593,3.752000093460083,0.37526644959477423,-0.3037500336207445,sl_hit,-0.05
SPHL,2026-01-15,7.820000171661377,25.11000061035156,6.079999923706055,17.40999984741211,3.210997450018838,0.7774935793146338,2.22634264261318,15.640000343322754,0.1,tp,-0.05,sl_first,1969506232.7384949,19.030000686645504,0.5953756970517083,0.11317132130658991,tp_held,0.1
SPHL,2026-06-05,2.390000104904175,10.710000038146973,2.390000104904175,5.349999904632568,4.481171367386355,1.0,2.2384935856925714,4.78000020980835,0.1,tp,-0.05,sl_first,216787346.1356163,8.319999933242798,0.3557692095527104,0.1192467928462857,tp_held,0.1
WGRX,2026-05-18,4.449999809265137,10.949999809265137,4.300000190734863,8.699999809265137,2.460674219910449,0.9662922191102196,1.955056220710678,8.899999618530273,0.1,tp,-0.05,sl_first,111798146.94898796,6.649999618530273,0.6616541159295171,-0.02247188964466096,close_red_no_sl,-0.02247188964466096
LESL,2026-05-14,1.840000033378601,4.75,1.6699999570846558,3.5,2.581521692300227,0.9076086558641024,1.9021738785370093,3.680000066757202,0.1,tp,-0.05,sl_first,145614350.0,3.0800000429153442,0.5941558498106952,-0.04891306073149537,close_red_no_sl,-0.04891306073149537
BGMS,2025-07-15,4.579999923706055,19.25,4.550000190734863,12.329999923706056,4.203056838573753,0.993449839853509,2.692139766179044,9.15999984741211,0.1,tp,-0.05,sl_first,786488773.1334687,14.699999809265137,0.5292516893821729,0.3460698830895219,tp_held,0.1
BGMS,2025-07-18,8.0,18.0,8.0,13.06999969482422,2.25,1.0,1.6337499618530276,16.0,0.1,tp,-0.05,sl_first,292365437.173462,10.0,0.5069999694824221,-0.18312501907348622,sl_hit,-0.05
GXAI,2024-12-10,3.740000009536743,7.5,3.609999895095825,4.989999771118164,2.005347588469389,0.965240611200688,1.3342245343299486,7.480000019073486,-0.05,sl,-0.05,sl,283753342.9847717,3.890000104904175,0.3547557426239024,-0.3328877328350257,sl_hit,-0.05
JZXN,2026-06-01,1.1699999570846558,2.359999895095825,1.159999966621399,1.340000033378601,2.0170940014188963,0.991452999290552,1.145299215837189,2.3399999141693115,-0.05,sl,-0.05,sl,18051676.449656487,1.1999999284744263,0.15000006457170237,-0.42735039208140546,sl_hit,-0.05
ZENA,2024-11-25,1.8899999856948853,7.349999904632568,1.8799999952316284,6.420000076293945,3.888888867864323,0.9947089997148438,3.396825462902605,3.7799999713897705,0.1,tp,-0.05,sl_first,747291218.8806534,5.46999990940094,0.8299817470306916,0.6984127314513024,tp_held,0.1
ARTV,2025-04-07,2.2899999618530273,4.949999809265137,2.190000057220459,3.309999942779541,2.161572005119024,0.9563319186469984,1.4454148462522889,4.579999923706055,-0.05,sl,-0.05,sl,29754251.48563385,2.7599997520446777,0.4057970964415333,-0.27729257687385556,sl_hit,-0.05
BRAI,2026-02-25,4.429999828338623,10.773332595825195,4.429999828338623,8.25,2.43190361473795,1.0,1.8623025552337291,8.859999656677246,0.1,tp,-0.05,sl_first,21364200.0,6.343332767486572,0.6022071222940084,-0.06884872238313533,sl_hit,-0.05
BRAI,2026-03-03,5.1666669845581055,10.666666984558104,5.1666669845581055,9.42666721343994,2.064516063535379,1.0,1.8245161226016553,10.333333969116213,-0.05,sl,-0.05,sl,6971020.404338837,5.499999999999998,0.7745454961603337,-0.08774193869917268,sl_hit,-0.05
BRAI,2026-05-26,8.619999885559082,18.59000015258789,8.449999809265137,12.489999771118164,2.15661257533557,0.9802784131611484,1.4489559091575417,17.239999771118164,-0.05,sl,-0.05,sl,103933035.09540558,10.140000343322754,0.3984220734778761,-0.27552204542122916,sl_hit,-0.05
SPPL,2024-11-04,2.5999999046325684,10.960000038146973,2.4800000190734863,9.4399995803833,4.21538478467592,0.95384619616898,3.6307692025540135,5.199999809265137,0.1,tp,-0.05,sl_first,474122449.64481926,8.480000019073486,0.8207546634027313,0.8153846012770067,tp_held,0.1
CNCK,2025-12-01,3.640000104904175,9.3100004196167,3.240000009536743,7.880000114440918,2.5576923492593666,0.890109867077061,2.1648351338848006,7.28000020980835,0.1,tp,-0.05,sl_first,215570799.13072583,6.070000410079956,0.7644151221470931,0.08241756694240032,tp_pulled_back,0.1
NAMM,2026-01-21,1.0,2.8299999237060547,1.0,2.259999990463257,2.8299999237060547,1.0,2.259999990463257,2.0,0.1,tp,-0.05,sl_first,376824036.40987873,1.8299999237060547,0.688524613657659,0.12999999523162842,tp_held,0.1
NAMM,2026-01-22,2.140000104904175,5.21999979019165,2.049999952316284,4.150000095367432,2.439252118833607,0.9579438559925114,1.9392522859494257,4.28000020980835,0.1,tp,-0.05,sl_first,642484339.7643566,3.169999837875366,0.6624606468303903,-0.030373857025287165,close_red_no_sl,-0.030373857025287165
FWDI,2024-07-11,3.9200000762939458,8.289999961853027,3.910000085830689,4.699999809265137,2.1147958674762517,0.9974489820743292,1.1989795198444535,7.8400001525878915,-0.05,sl,-0.05,sl,15761449.360370636,4.379999876022339,0.18036523876614344,-0.40051024007777314,sl_hit,-0.05
XTIA,2025-06-11,3.180000066757202,7.429999828338623,3.049999952316284,5.050000190734863,2.3364778843905336,0.959119461725834,1.5880503411072533,6.360000133514404,0.1,tp,-0.05,sl_first,295983036.1790657,4.379999876022339,0.4566210719245186,-0.20597482944637335,sl_hit,-0.05
ARTL,2026-03-27,7.989999771118164,19.90999984741211,7.449999809265137,10.539999961853027,2.4918648833234944,0.9324155222375612,1.3191489691842635,15.979999542236328,0.1,tp,-0.05,sl_first,869625884.8526001,12.460000038146973,0.2479935909412268,-0.34042551540786825,sl_hit,-0.05
VSA,2026-03-26,6.75,16.899999618530273,5.880000114440918,13.699999809265137,2.50370364718967,0.8711111280653212,2.029629601372613,13.5,0.1,tp,-0.05,sl_first,157594248.805933,11.019999504089355,0.7096188790137726,0.014814800686306473,tp_pulled_back,0.1
IVVD,2025-02-05,1.1699999570846558,2.3399999141693115,0.9800000190734864,2.109999895095825,2.0,0.8376068846322002,1.803418779906122,2.3399999141693115,-0.05,sl,-0.05,sl,153242118.38116646,1.3599998950958252,0.8308823258715909,-0.09829061004693895,sl_hit,-0.05
FATN,2025-04-08,6.5,23.270000457763672,6.5,13.0,3.5800000704251804,1.0,2.0,13.0,0.1,tp,-0.05,sl_first,83131100.0,16.770000457763672,0.3875968886447361,0.0,tp_pulled_back,0.1
DFDV,2025-04-07,2.0385708808898926,6.924285888671875,1.6557140350341797,5.385714054107666,3.396637298012043,0.812193507988996,2.6419066928674333,4.077141761779785,0.1,tp,-0.05,sl_first,944622469.3775654,5.268571853637695,0.7079717469351966,0.32095334643371665,tp_held,0.1
DFDV,2025-04-10,4.114285945892334,8.765713691711426,3.885714054107666,6.424285888671875,2.1305552912439243,0.9444443349853036,1.5614582878192569,8.228571891784668,-0.05,sl,-0.05,sl,175436968.76220703,4.87999963760376,0.5201991850578767,-0.21927085609037167,sl_hit,-0.05
SEGG,2025-02-04,3.0399999618530273,7.400000095367432,3.0199999809265137,5.880000114440918,2.4342105882319727,0.9934210588231972,1.9342105882319724,6.079999923706055,0.1,tp,-0.05,sl_first,75975481.4786911,4.380000114440918,0.6529680499516304,-0.032894705884013775,close_red_no_sl,-0.032894705884013775
SEGG,2025-02-06,4.900000095367432,15.800000190734863,4.71999979019165,14.100000381469728,3.22448977208644,0.9632652445566364,2.877551042254097,9.800000190734863,0.1,tp,-0.05,sl_first,384605851.4053536,11.080000400543213,0.8465704198727475,0.43877552112704854,tp_held,0.1
SEGG,2025-05-21,7.46999979019165,18.899999618530273,7.0,17.799999237060547,2.530120501923786,0.9370816862928464,2.382864757296582,14.9399995803833,0.1,tp,-0.05,sl_first,291084633.5235977,11.899999618530273,0.9075629901906178,0.191432378648291,tp_held,0.1
SEGG,2026-01-20,1.2400000095367432,4.650000095367432,1.1200000047683716,1.8200000524520872,3.750000048068262,0.9032258033504348,1.4677419664956524,2.4800000190734863,0.1,tp,-0.05,sl_first,300650540.66469663,3.53000009059906,0.19830029170478627,-0.2661290167521738,sl_hit,-0.05
CING,2024-07-10,4.5,9.0,4.331999778747559,7.776000022888184,2.0,0.9626666174994576,1.728000005086263,9.0,-0.05,sl,-0.05,sl,804038.4023666382,4.668000221252441,0.7377892204162294,-0.13599999745686853,sl_hit,-0.05
EDSA,2026-03-06,3.640000104904175,7.429999828338623,3.549999952316284,6.519999980926514,2.0412086852217883,0.9752746840675544,1.7912087343464944,7.28000020980835,-0.05,sl,-0.05,sl,209902923.3859539,3.879999876022339,0.7654639493584174,-0.1043956328267528,sl_hit,-0.05
AIMD,2026-05-26,1.5299999713897705,3.880000114440918,1.4709999561309814,3.1600000858306885,2.5359478346372337,0.9614378978025754,2.065359571843856,3.059999942779541,0.1,tp,-0.05,sl_first,54301125.47490597,2.4090001583099365,0.7011208047759722,0.032679785921928106,tp_pulled_back,0.1
VWAV,2025-07-28,4.099999904632568,12.59000015258789,3.2799999713897705,11.0,3.070731815959926,0.8000000116301749,2.682926891674109,8.199999809265137,0.1,tp,-0.05,sl_first,2802247800.0,9.31000018119812,0.8292158838193201,0.34146344583705446,tp_held,0.1
TJGC,2026-06-03,2.549999952316284,7.070000171661377,2.299999952316284,6.110000133514404,2.7725491387713026,0.9019607824804416,2.396078528536601,5.099999904632568,0.1,tp,-0.05,sl_first,6435663.140630722,4.770000219345093,0.7987421396222121,0.19803926426830043,tp_held,0.1
AGPU,2026-04-01,1.850000023841858,4.170000076293945,1.7899999618530271,3.559999942779541,2.2540540662449233,0.9675675344780644,1.9243242685946351,3.700000047683716,0.1,tp,-0.05,sl_first,327935802.7290344,2.380000114440918,0.7436974352172675,-0.03783786570268233,close_red_no_sl,-0.03783786570268244
AIXI,2026-04-07,1.1100000143051147,2.7100000381469727,0.9110000133514404,1.950000047683716,2.4414414443440293,0.8207207221720147,1.7567567770748729,2.2200000286102295,0.1,tp,-0.05,sl_first,1292955916.616893,1.7990000247955322,0.5775430906124444,-0.12162161146256367,sl_hit,-0.05
ELAB,2026-04-01,7.0,14.0,6.559000015258789,14.0,2.0,0.937000002179827,2.0,14.0,0.0,close,-0.05,sl,612039400.0,7.440999984741211,1.0,0.0,close_green,0.0
TYGO,2025-11-21,1.659999966621399,4.5,1.590000033378601,1.7799999713897705,2.710843428002507,0.9578313646684772,1.07228916095258,3.319999933242798,0.1,tp,-0.05,sl_first,8151687.868976593,2.909999966621399,0.06529207566684797,-0.46385541952371,sl_hit,-0.05
SKYQ,2025-06-16,6.25600004196167,15.520000457763672,5.855999946594238,7.039999961853027,2.4808184708542815,0.936061366258878,1.1253196794489666,12.51200008392334,0.1,tp,-0.05,sl_first,46918875.26576519,9.664000511169434,0.1225165513899082,-0.4373401602755167,sl_hit,-0.05
SKK,2024-12-26,7.349999904632568,25.700000762939453,7.289999961853027,13.800000190734863,3.4965987886259997,0.9918367423730544,1.877551070720012,14.699999809265137,0.1,tp,-0.05,sl_first,71781666.99212074,18.410000801086426,0.3536121643458952,-0.06122446463999409,sl_hit,-0.05
SKK,2026-05-04,1.7649999856948853,17.950000762939453,1.6799999475479126,12.1899995803833,10.169972186074828,0.9518413377700352,6.906515398969856,3.5299999713897705,0.1,tp,-0.05,sl_first,270560697.6864815,16.27000081539154,0.6459741306769236,2.453257699484928,tp_held,0.1
FOFO,2025-09-12,5.25,14.899999618530272,4.630000114440918,12.350000381469728,2.838095165434338,0.881904783703032,2.352381025041853,10.5,0.1,tp,-0.05,sl_first,110856073.42414856,10.269999504089354,0.751704054508944,0.17619051252092643,tp_held,0.1
FOFO,2026-06-01,2.140000104904175,5.349999904632568,2.140000104904175,2.9700000286102295,2.499999832884182,1.0,1.387850412625667,4.28000020980835,0.1,tp,-0.05,sl_first,11312136.108970642,3.2099997997283936,0.25856697055753186,-0.3060747936871665,sl_hit,-0.05
QNCX,2026-02-10,2.8299999237060547,6.519999980926514,2.4600000381469727,5.28000020980835,2.3038869811657743,0.8692579874438495,1.8657245060607184,5.659999847412109,0.1,tp,-0.05,sl_first,841365604.632864,4.059999942779541,0.694581332858532,-0.06713774696964081,sl_hit,-0.05
CNTN,2025-08-20,1.4149999618530271,4.050000190734863,1.340000033378601,3.5899999141693115,2.8621910246775877,0.9469965155502836,2.537102481238227,2.8299999237060542,0.1,tp,-0.05,sl_first,1317863120.4921722,2.710000157356262,0.8302582103853807,0.2685512406191135,tp_held,0.1
HYPD,2025-06-17,3.059999942779541,8.210000038146973,3.059999942779541,6.96999979019165,2.6830065985849156,1.0,2.2777777518062545,6.119999885559082,0.1,tp,-0.05,sl_first,208667853.71875763,5.150000095367432,0.7592232572829004,0.13888887590312726,tp_held,0.1
EVTV,2026-01-12,1.149999976158142,2.619999885559082,1.0099999904632568,2.509999990463257,2.2782608172843934,0.878260879480546,2.182608732609308,2.299999952316284,0.1,tp,-0.05,sl_first,1910089410.742617,1.6099998950958252,0.9316770793396367,0.091304366304654,tp_pulled_back,0.1
BIRD,2026-04-15,6.820000171661377,24.309999465942383,6.110000133514404,16.989999771118164,3.5645159610047896,0.8958944251794624,2.4912022497763866,13.640000343322754,0.1,tp,-0.05,sl_first,4895851926.045227,18.19999933242798,0.5978021998175704,0.2456011248881933,tp_held,0.1
PROK,2025-07-08,1.2699999809265137,4.920000076293945,1.0199999809265137,3.7300000190734863,3.8740158662873494,0.8031496033428163,2.9370079331436747,2.5399999618530273,0.1,tp,-0.05,sl_first,1280976002.550316,3.9000000953674316,0.6948717876612397,0.46850396657183735,tp_held,0.1
TONX,2024-10-11,5.210000038146973,10.869999885559082,5.210000038146973,7.909999847412109,2.0863723236027436,1.0,1.518234124663354,10.420000076293944,-0.05,sl,-0.05,sl,123032928.62663268,5.659999847412109,0.4770317812816979,-0.24088293766832292,sl_hit,-0.05
SOBR,2025-04-04,3.2100000381469727,6.800000190734863,3.049999952316284,4.929999828338623,2.118380096549868,0.950155737093682,1.5358254734428445,6.420000076293945,-0.05,sl,-0.05,sl,6288214.781045914,3.750000238418579,0.501333268398713,-0.23208726327857776,sl_hit,-0.05
