cons_d,tp,horizon,n,hit_rate,win_rate,mean_ret,median_ret,sum_ret,p10,p90,median_days
30,1.5,30,36,0.7777777777777778,0.8055555555555556,0.1760732024120069,0.240593223756421,6.338635286832249,-0.1508479767980306,0.36888883369940517,8.0
30,1.5,60,35,0.8571428571428571,0.8571428571428571,0.2019844444889687,0.25118649718337727,7.069455557113905,-0.12200282164902576,0.37667698757455087,6.0
30,1.5,90,34,0.9117647058823529,0.8823529411764706,0.2063607098574267,0.2677671751560696,7.0162641351525075,-0.07987796833022025,0.3818690901579813,6.0
30,1.5,180,31,1.0,0.967741935483871,0.2834634246486538,0.3074336339200856,8.787366164108269,0.1704761994867188,0.3818690901579813,10.0
30,2.0,30,36,0.3888888888888889,0.6388888888888888,0.18697201810142128,0.14581380181505157,6.7309926516511664,-0.4284453697319261,0.7499115118934476,30.0
30,2.0,60,35,0.6285714285714286,0.7714285714285715,0.3978259037448685,0.5800000000000001,13.923906631070397,-0.3665920066776919,0.8318517782658736,34.0
30,2.0,90,34,0.7352941176470589,0.7941176470588235,0.4456914255632574,0.6397795551564838,15.153508469150752,-0.3435024254704554,0.8439666842938779,33.5
30,2.0,180,31,0.8064516129032258,0.8709677419354839,0.5285827741632673,0.6466666004392863,16.386065999061284,-0.3099999989162793,0.8491587868773083,38.0
30,2.4,30,36,0.3333333333333333,0.6388888888888888,0.28215964002393257,0.148981423992436,10.157747040861572,-0.4284453697319261,1.0588961048827703,30.0
30,2.4,60,35,0.5428571428571428,0.7428571428571429,0.5462812142314658,0.8404651712954374,19.119842498101303,-0.3665920066776919,1.1860605341628478,52.0
30,2.4,90,34,0.6176470588235294,0.7941176470588235,0.6265884225762193,0.892380959589375,21.304006367591455,-0.3435024254704554,1.2167600211526532,52.0
30,2.4,180,31,0.7419354838709677,0.8387096774193549,0.7531566836055108,0.9472130686209692,23.347857191770835,-0.3099999989162793,1.2229905442527698,61.0
30,3.0,30,36,0.19444444444444445,0.6111111111111112,0.2973555829044499,0.1295668624883383,10.704800984560197,-0.4433867070840427,1.3427907320596484,30.0
30,3.0,60,35,0.37142857142857144,0.6857142857142857,0.5798312475491841,0.44363634491755,20.294093664221446,-0.4081481492871308,1.6490897574365557,60.0
30,3.0,90,34,0.5294117647058824,0.7352941176470589,0.8141044485394149,0.9441494883825062,27.679551250340108,-0.3557246316877272,1.7577776673988104,89.5
30,3.0,180,31,0.6129032258064516,0.8387096774193549,1.0217259950366675,1.3704382560944204,31.673505846136692,-0.3099999989162793,1.7837381803159627,108.0
30,5.0,30,36,0.1111111111111111,0.5833333333333334,0.4169458657768417,0.11336317488156723,15.0100511679663,-0.4433867070840427,1.6259882867380715,30.0
30,5.0,60,35,0.17142857142857143,0.6857142857142857,0.7458533875303432,0.31870964020521675,26.104868563562015,-0.4081481492871308,3.1328924105326106,60.0
30,5.0,90,34,0.23529411764705882,0.7352941176470589,1.1034249293542562,0.6499867239286726,37.516447598044714,-0.3557246316877272,3.2066059678312766,90.0
30,5.0,180,31,0.4838709677419355,0.7741935483870968,1.7293382279589562,1.636862832179029,53.60948506672764,-0.3099999989162793,3.6096294456646842,180.0
45,1.5,30,32,0.75,0.78125,0.16380467663296316,0.22483466636736285,5.241749652254821,-0.15728072854651073,0.36888883369940517,5.0
45,1.5,60,31,0.8387096774193549,0.8387096774193549,0.19266354588827342,0.25118649718337727,5.972569922536476,-0.14280703711243045,0.3818690901579813,4.0
45,1.5,90,30,0.9,0.8666666666666667,0.197312616685836,0.27931006555173143,5.91937850057508,-0.15195491055625585,0.3838353300603691,4.0
45,1.5,180,27,1.0,0.9629629629629629,0.28483261220484596,0.3074336339200856,7.690480529530841,0.15940201251589067,0.38973404976753223,6.0
45,2.0,30,32,0.40625,0.65625,0.18694986044343703,0.14581380181505157,5.982395534189985,-0.49058347357182125,0.7499115118934476,30.0
45,2.0,60,31,0.6451612903225806,0.8064516129032258,0.4189124404219162,0.5800000000000001,12.986285653079403,-0.3309244335439324,0.8318517782658736,34.0
45,2.0,90,30,0.7333333333333333,0.8,0.44697517299755934,0.6128978616377101,13.40925518992678,-0.3261515575879407,0.8517804400804919,33.5
45,2.0,180,27,0.8148148148148148,0.8888888888888888,0.5558159299003976,0.6466666004392863,15.007030107310737,-0.03424562925645602,0.8596453996900428,38.0
45,2.4,30,32,0.375,0.65625,0.295077600738126,0.148981423992436,9.442483223620032,-0.49058347357182125,1.0948942723942638,30.0
45,2.4,60,31,0.5806451612903226,0.7741935483870968,0.5886084238567364,0.8781480285709333,18.246861139558828,-0.3309244335439324,1.2022221339190482,51.0
45,2.4,90,30,0.6666666666666666,0.8,0.6583177975497239,0.9077419280410433,19.749533926491715,-0.3261515575879407,1.2261365280965901,43.0
45,2.4,180,27,0.7777777777777778,0.8888888888888888,0.8138622310398888,0.9472130686209692,21.974280238076997,0.10610524480555505,1.2355744796280512,52.0
45,3.0,30,32,0.21875,0.625,0.31217303647870803,0.1295668624883383,9.989537167318657,-0.4938421047375893,1.3725581464119299,30.0
45,3.0,60,31,0.41935483870967744,0.7096774193548387,0.6468304156523889,0.4925094629153699,20.051742885224055,-0.3903703887668649,1.6585714171674786,60.0
45,3.0,90,30,0.5666666666666667,0.7333333333333333,0.8528179425222013,1.2297472575545851,25.58453827566604,-0.36281817623975615,1.7603737186905257,88.0
45,3.0,180,27,0.6296296296296297,0.8888888888888888,1.0836810510643238,1.3704382560944204,29.25938837873674,0.10990163401110947,1.7994680995350645,89.0
45,5.0,30,32,0.125,0.59375,0.44671210471014877,0.11336317488156723,14.29478735072476,-0.4938421047375893,1.8483788917144675,30.0
45,5.0,60,31,0.1935483870967742,0.7096774193548387,0.8342747672440199,0.4309804379889626,25.86251778456462,-0.3903703887668649,3.1466665010982156,60.0
45,5.0,90,30,0.26666666666666666,0.7333333333333333,1.1774111873352318,0.6499867239286726,35.322335620056954,-0.36281817623975615,3.2360373695234945,90.0
45,5.0,180,27,0.48148148148148145,0.8148148148148148,1.7676629340854557,1.636862832179029,47.7268992203073,-0.18880000643296674,3.626936454276119,180.0
