cons_d,tp,horizon,n,hit_rate,win_rate,mean_ret,median_ret,sum_ret,p10,p90,median_days
60,1.5,30,25,0.84,0.84,0.20009101682712682,0.25118649718337727,5.0022754206781705,-0.08764284172359288,0.37667698757455087,4.0
60,1.5,60,24,0.8333333333333334,0.8333333333333334,0.19096410840222347,0.2604530278361491,4.5831386016533635,-0.12720387551487694,0.37797501322040844,3.0
60,1.5,90,23,0.9130434782608695,0.8695652173913043,0.1927525442477705,0.3074336339200856,4.4333085176987215,-0.10085432459095697,0.3818690901579813,2.0
60,1.5,180,21,1.0,0.9523809523809523,0.28124286610623367,0.3074336339200856,5.906100188230907,0.14279073205964846,0.3818690901579813,2.0
60,2.0,30,25,0.44,0.68,0.1991006235877621,0.1420369864466771,4.977515589694052,-0.5095624547114633,0.7499115118934476,30.0
60,2.0,60,24,0.6666666666666666,0.8333333333333334,0.4411871015450191,0.6133333002196432,10.58849043708046,-0.24169348912877678,0.8439666842938779,35.5
60,2.0,90,23,0.7391304347826086,0.8260869565217391,0.45428791957400944,0.5929032134017389,10.448622150202217,-0.42384177115397437,0.8456973851550214,33.0
60,2.0,180,21,0.8095238095238095,0.9047619047619048,0.5760531197039215,0.6260177187202998,12.09711551378235,0.14959061718342606,0.8491587868773083,38.0
60,2.4,30,25,0.4,0.68,0.3115825782914496,0.1420369864466771,7.7895644572862395,-0.5095624547114633,1.103893814272137,30.0
60,2.4,60,24,0.5833333333333334,0.7916666666666666,0.6044895753533751,0.8593065999331854,14.507749808481003,-0.2629324070164683,1.2167600211526532,51.5
60,2.4,90,23,0.6521739130434783,0.8260869565217391,0.6551525959959329,0.8999999999999999,15.068509707906458,-0.42384177115397437,1.2188368621860255,52.0
60,2.4,180,21,0.8095238095238095,0.9047619047619048,0.8534407044197702,0.9472130686209692,17.922254792815174,0.3835087406201112,1.2229905442527698,52.0
60,3.0,30,25,0.24,0.68,0.3642332010887447,0.1420369864466771,9.105830027218618,-0.5095624547114633,1.3502325856477189,30.0
60,3.0,60,24,0.4166666666666667,0.75,0.6742337408542233,0.5890111353463445,16.181609780501358,-0.2629324070164683,1.7209045475312186,60.0
60,3.0,90,23,0.5652173913043478,0.782608695652174,0.8709416286166234,1.1539130509898734,20.031657458182337,-0.42384177115397437,1.7577776673988104,89.0
60,3.0,180,21,0.6666666666666666,0.9047619047619048,1.1373594626710875,1.3704382560944204,23.884548716092837,0.3898360559627019,1.7837381803159627,89.0
60,5.0,30,25,0.12,0.64,0.47032750803004164,0.11709673852999948,11.75818770075104,-0.5095624547114633,1.681585937982171,30.0
60,5.0,60,24,0.16666666666666666,0.75,0.7514091642483748,0.37484503909708966,18.033819941960996,-0.2629324070164683,2.7738595136563196,60.0
60,5.0,90,23,0.21739130434782608,0.782608695652174,1.0738728908782869,0.6466667445812364,24.699076490200596,-0.42384177115397437,3.2031639593753165,90.0
60,5.0,180,21,0.47619047619047616,0.8095238095238095,1.761442751073771,1.636862832179029,36.99029777254919,-0.10800001144409176,3.6096294456646842,180.0
