cons_d,tp,horizon,n,win_rate,mean_ret,median_ret,sum_ret,p10,p90
30,1.5,30,125,0.696,0.09831755841681325,0.1995121951219512,12.289694802101657,-0.3684189925119129,0.3898042673249868
30,1.5,60,110,0.7545454545454545,0.1343951757784811,0.24584532117931923,14.783469335632919,-0.34671266233766235,0.3978854768201199
30,1.5,90,104,0.8076923076923077,0.16633554203843154,0.26480246505997584,17.29889637199688,-0.30813927781871775,0.4181868131868132
30,1.5,180,79,0.9113924050632911,0.2440627971659257,0.3074336283185841,19.28096097610813,0.06185540392361507,0.4223076923076923
30,2.0,30,125,0.544,0.1094180184626546,0.07009009009009005,13.677252307831825,-0.49028084277189127,0.7499115044247788
30,2.0,60,110,0.5818181818181818,0.21800232289369048,0.29308411214953256,23.980255518305952,-0.5256783340968086,0.8327131782945735
30,2.0,90,104,0.6442307692307693,0.2777364795129523,0.5486515748031495,28.884593869347036,-0.5239376449787836,0.8491588785046729
30,2.0,180,79,0.7468354430379747,0.39556145427276823,0.6466666666666667,31.24935488754869,-0.668726798941799,0.867220135290218
30,2.4,30,125,0.536,0.1734860309093231,0.0691964285714284,21.685753863665386,-0.49028084277189127,1.052686733556299
30,2.4,60,110,0.5454545454545454,0.29723713478504304,0.1327293844367015,32.696084826354735,-0.5256783340968086,1.2022222222222219
30,2.4,90,104,0.6153846153846154,0.3917742068631353,0.46893805309734504,40.74451751376607,-0.5247279833246483,1.2229906542056073
30,2.4,180,79,0.7088607594936709,0.5764438936815951,0.9312195121951219,45.53906760084601,-0.668726798941799,1.2446641623482617
30,3.0,30,125,0.512,0.19238610230142533,0.03607476635513997,24.048262787678166,-0.5033380859452785,1.4034146341463418
30,3.0,60,110,0.5181818181818182,0.3522331469002459,0.09305738584125046,38.74564615902705,-0.5387829729729731,1.6372376738305945
30,3.0,90,104,0.5961538461538461,0.5377106138564818,0.4042084966100641,55.921903841074105,-0.5247279833246483,1.7577777777777777
30,3.0,180,79,0.6708860759493671,0.7637806599003226,1.1029018653231057,60.33867213212549,-0.668726798941799,1.7837383177570092
30,5.0,30,125,0.504,0.24505528993730868,0.014782608695652195,30.631911242163586,-0.5033380859452785,1.1211764705882359
30,5.0,60,110,0.4818181818181818,0.4494514349499857,-0.02,49.43965784449843,-0.5387829729729731,2.9298111516548246
30,5.0,90,104,0.5480769230769231,0.6588290038286474,0.12048165137614689,68.51821639817933,-0.5384268508940446,3.1711764705882355
30,5.0,180,79,0.5949367088607594,1.016075030127697,0.3192857142857142,80.26992738008806,-0.668726798941799,3.492694512694512
45,1.5,30,103,0.7378640776699029,0.1130649054378648,0.1995121951219512,11.645685260100073,-0.3730148674854557,0.3950943396226414
45,1.5,60,92,0.7934782608695652,0.15209639599161695,0.24584532117931923,13.992868431228759,-0.3042493966210781,0.4197467379616984
45,1.5,90,89,0.8314606741573034,0.16996828021639934,0.26755364806866955,15.127176939259542,-0.3043394648829431,0.4223076923076923
45,1.5,180,64,0.90625,0.23417759330591637,0.3074336283185841,14.987365971578647,0.04910260938482621,0.4223076923076923
45,2.0,30,103,0.5922330097087378,0.12399131571348115,0.11709677419354826,12.77110551848856,-0.49438411886493716,0.7468063965222792
45,2.0,60,92,0.6304347826086957,0.2419377090083414,0.3511092246745896,22.25826922876741,-0.533407972972973,0.8318518518518516
45,2.0,90,89,0.6741573033707865,0.28157584475442177,0.5425,25.060250183143538,-0.5364079207920792,0.8491588785046729
45,2.0,180,64,0.734375,0.3854121633133549,0.619344262295082,24.666378452054715,-0.6195410416666666,0.8615023805325338
45,2.4,30,103,0.5825242718446602,0.19578662631658164,0.10962962962962954,20.16602251060791,-0.49438411886493716,1.0598216276477146
45,2.4,60,92,0.5978260869565217,0.3347456062895515,0.2671362358483398,30.79659577863874,-0.533407972972973,1.198181818181818
45,2.4,90,89,0.651685393258427,0.41758837469835874,0.6533067729083668,37.16536534815393,-0.5364079207920792,1.2229906542056073
45,2.4,180,64,0.71875,0.5871360670437169,0.9312195121951219,37.57670829079788,-0.6195410416666666,1.2378028566390407
45,3.0,30,103,0.5631067961165048,0.2464058585100166,0.08679611650485432,25.37980342653171,-0.49438411886493716,1.45527435306869
