symbol,trigger_date,trigger_close,trigger_intraday_ret,trigger_vol_ratio
QS,2025-06-26,7.650000095367432,0.3444639751206653,6.732129593408065
RXT,2026-02-18,1.3700000047683716,0.37412240080101,18.33216270361903
RXT,2026-05-08,5.489999771118164,0.4241244471997785,6.572284894637702
SIDU,2024-08-19,3.809999942779541,0.40590401813599963,15.633598899987868
SIDU,2024-12-16,4.579999923706055,1.044642814378045,19.093295536831654
SIDU,2025-12-10,1.1299999952316284,0.3294117218070389,10.381251214839086
SIDU,2025-12-19,1.159999966621399,0.315192662546828,5.390366203618443
SIDU,2026-04-02,3.0899999141693115,0.5373133974279973,5.9582482874349685
DGXX,2025-01-30,3.6600000858306885,0.3260869922018983,5.21522246359321
QUCY,2026-05-13,1.340000033378601,1.2905984316743782,19.3221682401398
QUCY,2026-05-14,3.0,0.5789473882342313,6.544278121174952
CRML,2025-04-11,2.1600000858306885,0.3757961870492399,6.372765742436683
CRML,2025-06-13,2.0299999713897705,0.30128208067290285,5.158933230956806
CRML,2025-06-16,3.0299999713897705,0.3173913192208191,9.549102806021398
AIIO,2025-04-04,8.039999961853027,0.2181818300042273,15.258913872470718
AIIO,2026-03-31,2.140000104904175,0.32098771518840397,8.862031613104847
AIIO,2026-05-14,5.639999866485596,0.28620286706889897,5.7711696125463785
SATL,2024-07-12,1.4199999570846558,0.30275221431248567,9.72214346470088
SATL,2024-11-20,1.3200000524520874,0.30693075734252506,6.507415254237288
SATL,2024-11-29,1.9700000286102295,0.38732400573782866,5.546396001854809
SLS,2025-01-27,1.409999966621399,0.3428571720512559,5.0228587375685
LASE,2024-10-08,7.929999828338623,0.9062500286560802,10.653189177333042
LASE,2026-06-02,2.4200000762939453,1.0082987469768576,18.507674223211794
CODX,2026-03-10,4.400000095367432,0.8884121199321213,13.762245168122849
APPS,2024-08-08,2.880000114440918,0.37799054196880144,12.891447754992889
APPS,2025-02-06,4.989999771118164,0.5593749052379295,13.698724791438643
APPS,2025-06-17,7.539999961853027,0.36101083281073465,9.426439038169125
REPL,2025-07-23,3.3350000381469727,0.2171532943574066,5.114857230431791
HCWB,2025-11-14,3.0,0.21951217621109853,14.566401340594888
HCWB,2026-05-20,2.430000066757202,1.3365386114318043,5.502725774926581
AEHL,2026-02-26,6.480000019073486,0.4594594449465197,19.012762257846305
AEHL,2026-05-08,1.2000000476837158,0.21212124861012804,19.704620016116195
PONY,2025-04-24,7.570000171661377,0.238952537846705,5.843277484622697
SLNH,2025-07-11,1.5099999904632568,0.41121487517952415,7.287292945435486
SLNH,2025-09-22,2.0999999046325684,0.7355370565513089,7.5989721248341935
SLNH,2026-04-20,1.399999976158142,0.3084111285320068,8.8668934409169
SERV,2024-07-19,7.550000190734863,0.7681499354706434,18.955478300116145
MASK,2026-03-31,2.2699999809265137,0.39263802918228796,19.231170614025338
MASK,2026-05-28,4.130000114440918,1.2144772618348618,12.069849195642982
SBET,2025-01-29,5.519999980926514,0.21052632679679517,11.06688272039829
SBET,2025-05-23,6.71999979019165,0.6842104697067086,12.039066388411062
RR,2025-08-26,3.1500000953674316,0.2549801224445636,6.322360968421968
XOS,2025-02-20,6.25,0.4108352691164616,19.52854144848306
XOS,2026-01-26,2.8499999046325684,0.23376622304296024,7.385359501441727
RZLV,2024-09-25,7.519999980926514,0.4135337853904808,5.057209331973483
RZLV,2024-12-17,3.2899999618530273,0.5161289613739941,7.097569997612272
RZLV,2025-06-24,2.7799999713897705,0.23008848810655236,7.139766307343762
TIGR,2024-10-03,9.1899995803833,0.23854440510645025,5.280153975653338
ANY,2026-06-01,4.019999980926514,0.27014218937712253,19.325340528013367
HTZ,2025-04-16,5.710000038146973,0.31113662758645844,6.127939671301929
TMC,2025-04-24,3.690000057220459,0.4302326226118405,5.309259766550443
GSIT,2025-01-17,3.950000047683716,0.32107024584782873,19.156072154443798
MTVA,2026-05-20,2.890000104904175,0.4670051080877269,8.295956949476432
RKTO,2025-01-07,2.2799999713897705,0.3652694790304072,19.489163079544905
RKTO,2025-03-04,1.2400000095367432,0.3611415931542725,12.663421418636997
RKTO,2025-06-04,1.5299999713897705,0.7000000132454769,17.920471733518326
RKTO,2026-05-27,1.3600000143051147,0.581395339166364,18.21364171882252
