symbol,date,open,high,low,close,high_x_open,low_x_open,close_x_open,dollar_vol,minute_cached
LAES,2024-12-16,2.630000114440918,3.4600000381469727,2.2300000190734863,2.450000047683716,1.3155893108706176,0.8479087156038154,0.9315589129563722,500073919.73280907,False
FNUC,2024-12-18,7.409999847412109,13.0,4.979000091552734,10.65999984741211,1.7543860010388743,0.6719298507531839,1.4385965002597185,986357974.6012115,False
ZENA,2024-12-20,7.139999866485596,9.965999603271484,6.539999961853027,7.71999979019165,1.3957982898642383,0.9159663983400189,1.081232483830779,22740803.381967545,False
FNUC,2024-12-24,6.239999771118164,9.489999771118164,6.239999771118164,7.605000019073486,1.520833352437387,1.0,1.2187500477601338,106013936.02088499,False
WKEY,2024-12-26,9.06999969482422,13.229999542236328,9.020000457763672,13.0,1.458654904893327,0.9944874047692548,1.4332966303646546,48081800.0,False
LIDR,2025-01-02,1.350000023841858,1.840000033378601,1.2999999523162842,1.7699999809265137,1.3629629636170606,0.962962910635155,1.311111073827548,9643313.896083832,False
XGN,2025-01-03,3.049999952316284,3.9800000190734863,3.0,3.5799999237060547,1.304918059441583,0.9836065727547595,1.1737704851396042,1725917.963218689,False
AIMD,2025-01-10,3.759999990463257,5.0,3.25,3.549999952316284,1.3297872374153827,0.8643617043199988,0.9441489258830824,11783372.84172535,False
ATRA,2025-01-16,6.699999809265137,8.989999771118164,6.550000190734863,7.829999923706055,1.3417910488126115,0.9776119965969483,1.168656738299946,16677899.837493896,False
SLS,2025-01-27,1.0499999523162842,1.5099999904632568,1.0399999618530271,1.409999966621399,1.4380952943209373,0.9904761991262978,1.3428571720512559,27915320.339167118,False
APPS,2025-02-06,3.200000047683716,5.130000114440918,3.119999885559082,4.989999771118164,1.6031250118743627,0.9749999497085817,1.5593749052379295,606425191.1844254,False
ALLO,2025-02-18,2.1700000762939453,3.759999990463257,2.140000104904175,2.8399999141693115,1.732718828694609,0.9861751288778725,1.3087556748014644,216400609.4599247,False
PDSB,2025-02-26,1.2000000476837158,1.7599999904632568,1.2000000476837158,1.5399999618530271,1.4666666004392863,1.0,1.2833332505491075,7794555.806922912,False
ORGO,2025-02-28,4.059999942779541,6.400000095367432,3.9800000190734863,6.210000038146973,1.576354725509156,0.9802955850163669,1.5295566811992385,366372614.2505646,False
OPRX,2025-03-12,4.849999904632568,6.739999771118164,4.849999904632568,6.28000020980835,1.3896907017833808,1.0,1.2948454295452438,103052919.44289207,False
QNTM,2025-03-17,5.570000171661377,8.600000381469727,5.28000020980835,7.179999828338623,1.5439856582454259,0.947935376496312,1.2890484034216874,61047948.54044914,False
WCT,2025-04-03,7.550000190734863,10.5,7.0,9.75,1.3907284416873644,0.9271522944582429,1.2913906958525525,3766522.5,False
FRMM,2025-04-08,7.800000190734863,11.300000190734863,7.0,7.400000095367432,1.4487179377453647,0.8974358754907296,0.9487179377453648,1327190.0171041489,False
SPHL,2025-04-10,5.199999809265137,7.679999828338623,4.159999847412109,4.159999847412109,1.47692309808449,0.8,0.8,2673373.981941223,False
AREC,2025-04-17,1.2549999952316284,1.6799999475479126,1.1399999856948853,1.2899999618530271,1.3386453816183834,0.908366525917382,1.0278884197246063,84777249.49302672,False
PONY,2025-04-28,7.409999847412109,11.345000267028809,7.110000133514404,10.31999969482422,1.531039203865972,0.9595142078170922,1.3927125381019283,718258562.7601625,False
SBET,2025-05-09,3.069999933242798,4.150000095367432,2.940000057220459,3.5799999237060547,1.3517915914036664,0.957654762589841,1.166123779007562,1322093.971824646,False
FATN,2025-05-16,9.220000267028809,12.381999969482422,9.149999618530272,10.850000381469728,1.3429500662555385,0.9924077389944486,1.1767895951445775,3117205.109596253,False
SKK,2025-05-28,6.110000133514404,9.199999809265137,5.309999942779541,6.179999828338623,1.505728250119268,0.8690670747539392,1.011456578280622,2717593.124513626,False
NBP,2025-06-03,1.2799999713897705,1.9700000286102295,1.2799999713897705,1.8700000047683716,1.5390625567524707,1.0,1.460937536379789,7162848.0182647705,False
BGMS,2025-06-11,4.349999904632568,5.699999809265137,4.050000190734863,4.800000190734863,1.3103448124665187,0.9310345470172958,1.1034483439006662,2903198.5153627396,False
WTF,2025-06-17,5.0,7.495999813079834,4.929999828338623,6.699999809265137,1.4991999626159669,0.9859999656677246,1.3399999618530274,3918829.8884391785,False
HYPD,2025-06-24,6.125,10.75,5.599999904632568,9.020000457763672,1.7551020408163265,0.9142856987155213,1.472653135961416,377679145.16716003,False
GNTA,2025-07-01,2.859999895095825,3.819999933242798,2.740000009536743,3.819999933242798,1.3356643613145334,0.9580419965172546,1.3356643613145334,1433263.9749526978,False
TRON,2025-07-16,7.800000190734863,10.989999771118164,7.420000076293945,10.300000190734863,1.408974295176621,0.9512820378014482,1.3205128126752605,355833076.58929825,False
REPL,2025-07-23,2.740000009536743,3.849999904632568,2.700000047683716,3.3350000381469727,1.4051094493548906,0.9854014738270784,1.2171532943574066,146365481.1741829,False
AIMD,2025-08-06,3.065000057220459,4.5,2.9000000953674316,3.259999990463257,1.4681892058693442,0.9461664082307848,1.0636215104738485,449505750.68502426,False
HURA,2025-08-11,2.3299999237060547,3.1500000953674316,2.309999942779541,3.049999952316284,1.3519314156702202,0.9914163169178555,1.309012897933924,19929309.688425064,False
OPEN,2025-08-14,2.2899999618530273,3.059999942779541,2.259999990463257,3.0399999618530273,1.3362445387568667,0.9868995755940996,1.3275109224862665,980053731.7019463,False
XFOR,2025-08-19,2.5799999237060547,3.4200000762939453,2.450000047683716,2.930000066757202,1.3255814641192964,0.9496124496641071,1.135658974186475,27417768.624687195,False
HTCO,2025-08-25,7.920000076293945,10.390000343322754,7.909999847412109,10.130000114440918,1.311868717580191,0.9987373448503153,1.2790404061689242,2534526.0286331177,False
MRM,2025-09-08,1.5850000381469729,2.190000057220459,1.5099999904632568,1.940000057220459,1.3817034728786461,0.9526813590670958,1.2239747700501746,3852258.1136226654,False
EVTV,2025-09-12,2.7300000190734863,4.440000057220459,2.7300000190734863,4.079999923706055,1.6263736359706387,1.0,1.4945054561174451,3469223.9351272583,False
VUZI,2025-09-22,2.6500000953674316,3.4600000381469727,2.619999885559082,3.380000114440918,1.3056603447658486,0.9886791665174677,1.275471695397154,41873807.4177742,False
NUAI,2025-09-26,1.7200000286102295,2.549999952316284,1.6299999952316284,1.840000033378601,1.482558087151138,0.9476744000688642,1.0697674434722726,289773877.2566557,False
INDP,2025-10-02,3.430000066757202,4.5,3.4000000953674316,3.5899999141693115,1.3119533272354713,0.9912536528262714,1.0466471849265522,3316441.92070961,False
GDRX,2025-10-09,4.449999809265137,5.809999942779541,4.349999904632568,4.639999866485596,1.3056180206306551,0.977528110355339,1.0426966439020668,153794187.57462502,False
SLNH,2025-10-14,2.2200000286102295,3.0899999141693115,2.059999942779541,2.7899999618530273,1.3918918352914265,0.9279278901942843,1.2567567233769952,60693938.17014694,False
LFS,2025-10-17,3.240000009536743,4.369999885559082,3.0999999046325684,4.199999809265137,1.3487653928074854,0.9567900912061441,1.2962962336119421,1677479.9238204956,False
SKK,2025-10-24,3.440000057220459,4.539999961853027,3.0999999046325684,3.680000066757202,1.31976740881841,0.9011627479847739,1.0697674434722726,1377792.0249938965,False
SLDP,2025-11-05,6.239999771118164,8.859999656677246,6.019999980926514,8.510000228881836,1.4198717919327097,0.9647436220735265,1.3637821379850634,701019778.8543701,False
PGEN,2025-11-14,3.7799999713897705,5.190000057220459,3.740000009536743,4.849999904632568,1.3730158985457035,0.9894179994296877,1.283068767550651,81436348.39868546,False
LFS,2025-11-20,4.739999771118164,8.699999809265137,4.739999771118164,6.099999904632568,1.835443086363865,1.0,1.2869198732458127,90937578.5782814,False
LICN,2025-12-05,2.9800000190734863,4.789999961853027,2.930000066757202,4.070000171661377,1.607382527246523,0.9832214926187048,1.3657718609434046,2947087.124300003,False
EQ,2025-12-11,1.090000033378601,1.440000057220459,1.0399999618530271,1.340000033378601,1.3211009294715212,0.9541283761518868,1.2293577911416127,1633996.0407018661,False
HEPS,2025-12-19,2.4100000858306885,3.3299999237060547,2.390000104904175,3.2899999618530273,1.3817426577220462,0.9917012530231425,1.3651451637683312,13368914.844989777,False
TROO,2025-12-29,2.009999990463257,2.819999933242798,1.899999976158142,2.450000047683716,1.402985048070998,0.9452736244641661,1.2189055021433355,1472205.0286531448,False
PCLA,2026-01-06,9.0,11.90999984741211,9.0,9.779999732971191,1.3233333163791232,1.0,1.086666636996799,2085291.5430641174,False
CODX,2026-01-14,2.630000114440918,3.490000009536743,2.4600000381469727,3.3499999046325684,1.326996143602314,0.9353611905336043,1.2737641668676152,768824.9781131744,False
AVR,2026-01-20,4.989999771118164,6.619999885559082,4.880000114440918,5.75,1.3266533445302475,0.977955979614685,1.1523046620724662,33351725.0,False
LFS,2026-01-26,2.809999942779541,3.819999933242798,2.799999952316284,3.5399999618530273,1.359430608907488,0.9964412844601821,1.259786488946117,1007837.9891395569,False
PSIG,2026-02-02,4.809999942779541,6.920000076293945,4.409999847412109,6.440000057220459,1.4386694716455868,0.9168398960237233,1.338877366700964,2840040.0252342224,False
QNCX,2026-02-11,7.150000095367432,9.800000190734863,5.25,6.099999904632568,1.3706293790239803,0.7342657244720229,0.8531468284293912,513338354.97446537,False
QNCX,2026-02-18,1.6200000047683716,2.369999885559082,1.590000033378601,1.7799999713897705,1.4629628880142787,0.9814814991966251,1.0987654112039806,22863458.8325119,False
LRMR,2026-02-25,3.660000085830689,6.420000076293945,3.650000095367432,5.949999809265137,1.754098340365704,0.9972677622325828,1.6256829698720348,482118369.5450783,False
RXT,2026-03-03,2.0789999961853027,2.740000009536743,2.009999990463257,2.4600000381469727,1.3179413249467486,0.9668109639977623,1.1832612037810273,95771245.48511505,False
CRE,2026-03-06,3.75,4.920000076293945,3.440000057220459,4.53000020980835,1.3120000203450521,0.9173333485921223,1.2080000559488933,109745597.082901,False
DXST,2026-03-10,7.400000095367432,12.225000381469728,7.125,9.975000381469728,1.6520270572865068,0.9628378254292742,1.3479730071509466,158707881.96939853,False
BRAI,2026-03-17,6.706666946411133,10.006667137145996,6.706666946411133,8.386667251586914,1.4920477216332857,1.0,1.250497052947408,2168792.151260376,False
SATL,2026-03-23,3.7200000286102295,5.070000171661377,3.640000104904175,4.960000038146973,1.3629032614700005,0.9784946443304351,1.3333333333333333,116930512.89930344,False
BZAI,2026-03-26,1.2200000286102295,1.7799999713897705,1.190000057220459,1.75,1.4590163357762118,0.9754098600932452,1.4344261958694569,53105850.0,False
AIIO,2026-03-31,1.6200000047683716,2.140000104904175,1.5399999618530271,2.140000104904175,1.320987715188404,0.950617257605019,1.320987715188404,4035537.297824621,False
SIDU,2026-04-02,2.009999990463257,3.200000047683716,2.000999927520752,3.0899999141693115,1.5920398322719358,0.9955223567237776,1.5373133974279973,206154906.27365112,False
SKYQ,2026-04-08,5.099999904632568,7.5,5.0,6.610000133514404,1.4705882627933775,0.9803921751955851,1.2960784817878588,50450165.01903534,False
SKYQ,2026-04-10,7.75,15.350000381469728,7.619999885559082,12.59000015258789,1.980645210512223,0.9832257916850429,1.6245161487210182,573781702.9541016,False
ARTV,2026-04-16,8.979999542236328,12.420000076293944,8.928000450134277,12.109999656677246,1.3830735756586616,0.9942094549273105,1.3485523690418184,15476579.56123352,False
IFRX,2026-04-17,1.2000000476837158,1.6699999570846558,1.2000000476837158,1.590000033378601,1.3916665756040185,1.0,1.3249999751647323,12616968.264865875,False
BNRG,2026-04-22,3.2799999713897705,4.349999904632568,3.25,4.150000095367432,1.3262194946878088,0.9908536671794362,1.265243942550717,1252885.0287914276,False
QNTM,2026-04-27,3.650000095367432,4.980000019073486,3.609999895095825,4.449999809265137,1.3643835312207486,0.9890410413078139,1.2191779980808937,8747364.62507248,False
HTCO,2026-05-04,9.199999809265137,14.029999732971191,7.110000133514404,7.360000133514404,1.5250000025915063,0.772826117491227,0.8000000310980762,24669248.44751358,False
GOVX,2026-05-06,1.434999942779541,2.0,1.3799999952316284,1.649999976158142,1.3937282785712695,0.9616725088912689,1.1498258132067616,2314289.96655941,False
TRAW,2026-05-11,2.2200000286102295,3.2300000190734863,1.9700000286102295,2.0199999809265137,1.4549549447958972,0.8873873888386814,0.9099098895917941,52269519.50645447,False
JZXN,2026-05-13,1.159999966621399,1.6100000143051147,1.1100000143051147,1.149999976158142,1.3879310867519938,0.9568965915905038,0.9913793183181008,2090124.9566674232,False
IMDX,2026-05-14,5.135000228881836,6.75,4.900000095367432,6.420000076293945,1.314508217942151,0.9542356138189352,1.2502433865892781,7483152.088928223,False
HCAI,2026-05-18,9.039999961853027,16.959999084472656,7.210000038146973,11.0,1.8761061013319054,0.7975663792667826,1.2168141644267452,148021500.0,False
MLGO,2026-05-20,3.7899999618530273,6.869999885559082,3.7899999618530273,5.360000133514404,1.812664895700992,1.0,1.4142480705708935,52749369.31395531,False
CODX,2026-05-21,3.1500000953674316,4.53000020980835,2.940000057220459,3.7100000381469727,1.4380952611621898,0.933333323241542,1.1777777542302645,339690200.4927635,False
